tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical_parameter,target_kategori,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,washout_effect,ventilation_proxy,rainy_day,is_holiday_nasional,nama_libur,is_weekend,day_name,is_working_day,tahun,Total_Penduduk,ndvi,month,year,day_of_week
2014-08-07,DKI5,56.0,48.659324645996094,8.0,17.0,63.0,13.0,56.0,PM10,SEDANG,30.1,22.4,0.0,0.0,12.5,91.0,22.27,26.2,78.0,86.0,1009.6,23.8,91.0,91.0,59.0,100.0,34.0,13.8,7.1,6.5,3.2,1011.1,1007.5,0.0,0.0070324881141045,0.0,0.0,,0.0,Thursday,1,2014.0,2430410.0,0.36745,8.0,2014.0,3.0
2014-08-08,DKI1,55.0,74.2797622680664,10.0,27.0,60.0,14.0,60.0,O3,SEDANG,29.9,22.6,0.3,2.0,9.3,100.0,20.74,26.0,82.0,97.0,1010.8,20.2,100.0,95.0,63.0,100.0,92.0,13.0,5.4,7.6,0.8,1012.9,1008.6,1.62,0.0053423031262366,0.0,0.0,,0.0,Friday,1,2014.0,910381.0,0.418625,8.0,2014.0,4.0
2014-08-08,DKI2,70.0,89.5015640258789,21.0,19.0,62.0,13.0,70.0,PM10,SEDANG,29.9,22.7,0.8,3.0,9.2,91.0,21.26,26.0,81.0,97.0,1010.5,22.0,91.0,95.0,62.0,100.0,93.0,12.9,5.3,7.2,1.6,1012.7,1008.4,4.24,0.0052449282533399,0.0,0.0,,0.0,Friday,1,2014.0,1729444.0,0.24983125,8.0,2014.0,4.0
2014-08-08,DKI3,25.0,65.33305358886719,14.0,22.0,74.0,7.0,74.0,O3,SEDANG,29.6,20.9,0.3,2.0,9.3,100.0,20.74,25.1,83.0,97.0,1003.1,20.2,100.0,97.0,64.0,100.0,92.0,13.0,5.4,7.6,0.8,1005.3,1001.2,1.62,0.0053833117336257,0.0,0.0,,0.0,Friday,1,2014.0,2164070.0,0.549925,8.0,2014.0,4.0
2014-08-08,DKI4,70.0,103.80443572998047,12.0,14.0,74.0,12.0,70.0,PM10,SEDANG,30.1,21.5,0.8,3.0,9.2,91.0,21.26,25.5,82.0,97.0,1007.3,22.0,91.0,96.0,61.0,100.0,93.0,12.9,5.3,7.2,1.6,1009.4,1005.2,4.24,0.0052615903901518,0.0,0.0,,0.0,Friday,1,2014.0,2817994.0,0.49793125,8.0,2014.0,4.0
2014-08-08,DKI5,68.0,62.33805847167969,7.0,18.0,74.0,10.0,68.0,PM10,SEDANG,29.8,22.6,0.3,2.0,9.3,100.0,20.74,25.9,82.0,97.0,1009.8,20.2,100.0,95.0,63.0,100.0,92.0,13.0,5.4,7.6,0.8,1012.0,1007.7,1.62,0.0053475935828877,0.0,0.0,,0.0,Friday,1,2014.0,2430410.0,0.370075,8.0,2014.0,4.0
2014-08-09,DKI1,56.0,77.20596313476562,10.0,24.0,67.0,15.0,67.0,O3,SEDANG,30.2,22.5,0.2,1.0,13.8,84.0,21.31,26.3,80.0,62.0,1011.7,25.2,84.0,95.0,61.0,98.0,14.0,14.4,7.1,7.9,3.0,1013.7,1009.7,1.42,0.007017890679055,0.0,0.0,,1.0,Saturday,0,2014.0,910381.0,0.4373,8.0,2014.0,5.0
2014-08-09,DKI2,69.0,95.95523834228516,17.0,19.0,73.0,14.0,73.0,O3,SEDANG,30.1,22.5,0.2,2.0,14.0,89.0,21.74,26.3,81.0,57.0,1011.5,26.3,89.0,95.0,61.0,96.0,10.0,14.9,7.2,6.8,3.0,1013.6,1009.6,1.4400000000000002,0.0071181413741967,0.0,0.0,,1.0,Saturday,0,2014.0,1729444.0,0.246925,8.0,2014.0,5.0
2014-08-09,DKI3,15.0,56.460716247558594,14.0,14.0,93.0,5.0,93.0,O3,SEDANG,30.3,20.9,0.2,1.0,13.8,84.0,21.31,25.6,81.0,62.0,1004.0,25.2,84.0,97.0,60.0,98.0,14.0,14.4,7.1,7.9,3.0,1006.2,1002.2,1.42,0.0070717131474103,0.0,0.0,,1.0,Saturday,0,2014.0,2164070.0,0.5501,8.0,2014.0,5.0
2014-08-09,DKI4,71.0,113.51824951171875,12.0,14.0,93.0,10.0,71.0,PM10,SEDANG,30.5,21.5,0.2,2.0,14.0,89.0,21.74,26.0,80.0,57.0,1008.2,26.3,89.0,96.0,58.0,96.0,10.0,14.9,7.2,6.8,3.0,1010.4,1006.4,1.4400000000000002,0.0071414401904384,0.0,0.0,,1.0,Saturday,0,2014.0,2817994.0,0.497125,8.0,2014.0,5.0
2014-08-09,DKI5,70.0,78.65330505371094,8.0,18.0,81.0,10.0,81.0,O3,SEDANG,30.1,22.5,0.2,1.0,13.8,84.0,21.31,26.3,80.0,62.0,1010.7,25.2,84.0,95.0,61.0,98.0,14.0,14.4,7.1,7.9,3.0,1012.8,1008.8,1.42,0.0070248342732759,0.0,0.0,,1.0,Saturday,0,2014.0,2430410.0,0.3727,8.0,2014.0,5.0
2014-08-10,DKI1,52.0,66.1654052734375,11.0,16.0,61.0,18.0,61.0,O3,SEDANG,30.2,23.5,7.5,8.0,11.8,101.0,20.0,26.2,83.0,51.0,1011.1,28.1,101.0,94.0,65.0,100.0,5.0,16.1,5.5,9.0,1.5,1013.1,1008.5,41.25,0.0054396202156067,1.0,0.0,,1.0,Sunday,0,2014.0,910381.0,0.455975,8.0,2014.0,6.0
2014-08-10,DKI2,70.0,98.89875030517578,19.0,15.0,80.0,10.0,80.0,O3,SEDANG,30.1,23.6,6.0,7.0,13.3,101.0,21.01,26.3,83.0,46.0,1010.9,30.6,101.0,94.0,65.0,100.0,3.0,17.1,6.3,8.3,0.7,1012.8,1008.1,37.8,0.006232070432288,1.0,0.0,,1.0,Sunday,0,2014.0,1729444.0,0.24401875,8.0,2014.0,6.0
2014-08-10,DKI3,25.0,50.555908203125,15.0,17.0,88.0,8.0,88.0,O3,SEDANG,30.4,21.5,7.5,8.0,11.8,101.0,20.0,25.4,86.0,51.0,1003.5,28.1,101.0,98.0,67.0,100.0,5.0,16.1,5.5,9.0,1.5,1005.5,1001.1,41.25,0.0054808171400099,1.0,0.0,,1.0,Sunday,0,2014.0,2164070.0,0.550275,8.0,2014.0,6.0
2014-08-10,DKI4,39.0,61.4510612487793,12.0,8.0,88.0,8.0,39.0,PM10,BAIK,30.6,22.2,6.0,7.0,13.3,101.0,21.01,25.9,84.0,46.0,1007.6,30.6,101.0,97.0,64.0,100.0,3.0,17.1,6.3,8.3,0.7,1009.5,1004.9,37.8,0.0062524811433108,1.0,0.0,,1.0,Sunday,0,2014.0,2817994.0,0.49631875,8.0,2014.0,6.0
2014-08-10,DKI5,64.0,46.3675422668457,9.0,16.0,88.0,9.0,64.0,PM10,SEDANG,30.1,23.5,7.5,8.0,11.8,101.0,20.0,26.2,83.0,51.0,1010.2,28.1,101.0,94.0,65.0,100.0,5.0,16.1,5.5,9.0,1.5,1012.2,1007.6,41.25,0.0054444664422886,1.0,0.0,,1.0,Sunday,0,2014.0,2430410.0,0.375325,8.0,2014.0,6.0
2014-08-11,DKI1,52.0,66.87916564941406,11.0,26.0,49.0,14.0,52.0,PM10,SEDANG,28.4,22.8,3.1,12.0,9.4,174.0,17.8,25.2,85.0,59.0,1010.9,22.0,174.0,95.0,69.0,98.0,21.0,13.0,4.5,5.4,0.4,1012.7,1008.4,13.95,0.0044514788802057,1.0,0.0,,0.0,Monday,1,2014.0,910381.0,0.47465,8.0,2014.0,0.0
2014-08-11,DKI2,66.0,88.04801177978516,23.0,11.0,50.0,10.0,66.0,PM10,SEDANG,28.4,22.8,5.2,11.0,10.0,163.0,18.48,25.3,84.0,60.0,1010.7,24.1,163.0,94.0,69.0,98.0,20.0,13.2,4.7,5.0,0.0,1012.5,1008.3,24.44,0.004650242406253,1.0,0.0,,0.0,Monday,1,2014.0,1729444.0,0.2411125,8.0,2014.0,0.0
2014-08-11,DKI3,12.0,49.946685791015625,15.0,15.0,65.0,10.0,65.0,O3,SEDANG,28.7,21.7,3.1,12.0,9.4,174.0,17.8,24.8,86.0,59.0,1003.3,22.0,174.0,98.0,67.0,98.0,21.0,13.0,4.5,5.4,0.4,1005.0,1000.9,13.95,0.0044851988438154,1.0,0.0,,0.0,Monday,1,2014.0,2164070.0,0.55045,8.0,2014.0,0.0
2014-08-11,DKI4,12.0,57.08154296875,13.0,9.0,56.0,11.0,56.0,O3,SEDANG,28.8,22.0,5.2,11.0,10.0,163.0,18.48,25.1,85.0,60.0,1007.5,24.1,163.0,97.0,66.0,98.0,20.0,13.2,4.7,5.0,0.0,1009.2,1005.1,24.44,0.0046650124069478,1.0,0.0,,0.0,Monday,1,2014.0,2817994.0,0.4955125,8.0,2014.0,0.0
2014-08-11,DKI5,57.0,41.683433532714844,8.0,15.0,57.0,10.0,57.0,PM10,SEDANG,28.4,22.8,3.1,12.0,9.4,174.0,17.8,25.2,85.0,59.0,1010.0,22.0,174.0,95.0,69.0,98.0,21.0,13.0,4.5,5.4,0.4,1011.8,1007.5,13.95,0.0044554455445544,1.0,0.0,,0.0,Monday,1,2014.0,2430410.0,0.37795,8.0,2014.0,0.0
2014-08-12,DKI1,57.0,76.48320770263672,12.0,34.0,59.0,18.0,59.0,O3,SEDANG,28.8,23.0,1.0,4.0,10.2,122.0,18.35,25.7,82.0,39.0,1009.9,20.9,122.0,96.0,66.0,100.0,4.0,11.9,4.7,7.6,1.1,1011.6,1007.6,4.7,0.0046539261313001,0.0,0.0,,0.0,Tuesday,1,2014.0,910381.0,0.493325,8.0,2014.0,1.0
2014-08-12,DKI2,66.0,94.12854766845703,19.0,26.0,57.0,18.0,66.0,PM10,SEDANG,28.9,23.0,0.9,4.0,10.9,109.0,20.16,25.7,82.0,40.0,1009.6,22.7,109.0,96.0,64.0,100.0,2.0,12.1,5.1,6.8,1.5,1011.5,1007.3,4.59,0.0050515055467511,0.0,0.0,,0.0,Tuesday,1,2014.0,1729444.0,0.23820625,8.0,2014.0,1.0
2014-08-12,DKI3,12.0,55.02836990356445,12.0,18.0,99.0,6.0,99.0,O3,SEDANG,28.5,21.9,1.0,4.0,10.2,122.0,18.35,25.1,84.0,39.0,1002.3,20.9,122.0,99.0,68.0,100.0,4.0,11.9,4.7,7.6,1.1,1004.0,1000.1,4.7,0.0046892148059463,0.0,0.0,,0.0,Tuesday,1,2014.0,2164070.0,0.5506249999999999,8.0,2014.0,1.0
2014-08-12,DKI4,12.0,60.41781234741211,11.0,12.0,99.0,13.0,13.0,NO2,BAIK,29.1,22.3,0.9,4.0,10.9,109.0,20.16,25.5,83.0,40.0,1006.4,22.7,109.0,98.0,63.0,100.0,2.0,12.1,5.1,6.8,1.5,1008.2,1004.1,4.59,0.0050675675675675,0.0,0.0,,0.0,Tuesday,1,2014.0,2817994.0,0.49470625,8.0,2014.0,1.0
2014-08-12,DKI5,54.0,54.57311248779297,7.0,22.0,99.0,13.0,54.0,PM10,SEDANG,28.8,22.9,1.0,4.0,10.2,122.0,18.35,25.6,82.0,39.0,1009.0,20.9,122.0,96.0,66.0,100.0,4.0,11.9,4.7,7.6,1.1,1010.7,1006.7,4.7,0.0046580773042616,0.0,0.0,,0.0,Tuesday,1,2014.0,2430410.0,0.380575,8.0,2014.0,1.0
2014-08-13,DKI1,50.0,73.24833679199219,11.0,32.0,44.0,17.0,50.0,PM10,BAIK,29.5,22.7,1.2,5.0,11.2,80.0,19.51,25.9,80.0,23.0,1010.4,21.2,80.0,94.0,61.0,53.0,3.0,12.8,6.2,6.5,2.1,1012.6,1008.1,7.439999999999999,0.0061361836896278,1.0,0.0,,0.0,Wednesday,1,2014.0,910381.0,0.512,8.0,2014.0,2.0
2014-08-13,DKI2,65.0,87.17247009277344,15.0,18.0,49.0,16.0,65.0,PM10,SEDANG,29.6,22.8,0.9,4.0,13.0,82.0,20.49,25.9,80.0,19.0,1010.1,22.3,82.0,94.0,60.0,40.0,1.0,13.5,6.9,6.1,2.8,1012.3,1007.8,6.210000000000001,0.0068310068310068,0.0,0.0,,0.0,Wednesday,1,2014.0,1729444.0,0.2353,8.0,2014.0,2.0
2014-08-13,DKI3,13.0,55.41219711303711,13.0,15.0,98.0,5.0,98.0,O3,SEDANG,29.5,21.0,1.2,5.0,11.2,80.0,19.51,25.2,82.0,23.0,1002.8,21.2,80.0,99.0,61.0,53.0,3.0,12.8,6.2,6.5,2.1,1005.0,1000.6,7.439999999999999,0.0061826884722776,1.0,0.0,,0.0,Wednesday,1,2014.0,2164070.0,0.5508,8.0,2014.0,2.0
2014-08-13,DKI4,59.0,89.97940826416016,12.0,11.0,98.0,10.0,59.0,PM10,SEDANG,29.8,21.7,0.9,4.0,13.0,82.0,20.49,25.7,80.0,19.0,1006.9,22.3,82.0,97.0,59.0,40.0,1.0,13.5,6.9,6.1,2.8,1009.0,1004.6,6.210000000000001,0.006852716257821,0.0,0.0,,0.0,Wednesday,1,2014.0,2817994.0,0.4939,8.0,2014.0,2.0
2014-08-13,DKI5,56.0,51.49717712402344,7.0,18.0,77.0,11.0,77.0,O3,SEDANG,29.5,22.7,1.2,5.0,11.2,80.0,19.51,25.8,80.0,23.0,1009.4,21.2,80.0,94.0,61.0,53.0,3.0,12.8,6.2,6.5,2.1,1011.7,1007.2,7.439999999999999,0.0061422627303348,1.0,0.0,,0.0,Wednesday,1,2014.0,2430410.0,0.3832,8.0,2014.0,2.0
2014-08-14,DKI1,57.0,87.25418853759766,13.0,24.0,49.0,13.0,57.0,PM10,SEDANG,29.4,23.1,0.7,4.0,12.5,91.0,20.96,25.8,81.0,80.0,1012.2,24.8,91.0,94.0,63.0,97.0,25.0,14.5,6.6,7.2,0.8,1014.1,1010.4,4.619999999999999,0.0065204505038529,0.0,0.0,,0.0,Thursday,1,2014.0,910381.0,0.49415625,8.0,2014.0,3.0
2014-08-14,DKI2,71.0,97.1351318359375,17.0,13.0,61.0,15.0,71.0,PM10,SEDANG,29.3,23.2,1.5,7.0,13.7,98.0,21.36,25.9,81.0,74.0,1011.9,27.4,98.0,94.0,63.0,96.0,21.0,15.0,7.4,7.2,2.7,1013.8,1010.2,11.1,0.0073129755904733,1.0,0.0,,0.0,Thursday,1,2014.0,1729444.0,0.234325,8.0,2014.0,3.0
2014-08-14,DKI3,22.0,58.26802444458008,15.0,18.0,72.0,10.0,72.0,O3,SEDANG,29.6,21.6,0.7,4.0,12.5,91.0,20.96,25.5,83.0,80.0,1004.6,24.8,91.0,97.0,62.0,97.0,25.0,14.5,6.6,7.2,0.8,1006.5,1002.9,4.619999999999999,0.0065697790165239,0.0,0.0,,0.0,Thursday,1,2014.0,2164070.0,0.54773125,8.0,2014.0,3.0
2014-08-14,DKI4,73.0,113.72593688964844,12.0,10.0,50.0,10.0,73.0,PM10,SEDANG,29.8,22.0,1.5,7.0,13.7,98.0,21.36,25.7,81.0,74.0,1008.7,27.4,98.0,96.0,61.0,96.0,21.0,15.0,7.4,7.2,2.7,1010.5,1007.0,11.1,0.0073361752751065,1.0,0.0,,0.0,Thursday,1,2014.0,2817994.0,0.4959,8.0,2014.0,3.0
2014-08-14,DKI5,59.0,57.48912811279297,10.0,14.0,61.0,12.0,61.0,O3,SEDANG,29.3,23.1,0.7,4.0,12.5,91.0,20.96,25.8,81.0,80.0,1011.3,24.8,91.0,94.0,63.0,97.0,25.0,14.5,6.6,7.2,0.8,1013.2,1009.5,4.619999999999999,0.0065262533372886,0.0,0.0,,0.0,Thursday,1,2014.0,2430410.0,0.38103125,8.0,2014.0,3.0
2014-08-15,DKI1,55.0,71.25899505615234,11.0,30.0,61.0,19.0,61.0,O3,SEDANG,29.6,22.6,0.8,4.0,7.4,82.0,20.83,25.9,80.0,56.0,1012.1,16.2,82.0,95.0,61.0,89.0,30.0,11.7,4.7,6.5,1.8,1014.2,1009.5,3.76,0.0046438099002074,0.0,0.0,,0.0,Friday,1,2014.0,910381.0,0.4763125,8.0,2014.0,4.0
2014-08-15,DKI2,70.0,94.35685729980469,17.0,17.0,58.0,18.0,70.0,PM10,SEDANG,29.6,22.5,2.0,4.0,9.9,85.0,21.49,25.9,80.0,52.0,1011.9,18.7,85.0,95.0,61.0,87.0,25.0,12.3,5.0,6.5,1.4,1014.0,1009.3,10.0,0.0049411997232928,1.0,0.0,,0.0,Friday,1,2014.0,1729444.0,0.23335,8.0,2014.0,4.0
2014-08-15,DKI3,22.0,50.65998840332031,14.0,15.0,82.0,7.0,82.0,O3,SEDANG,29.7,21.3,0.8,4.0,7.4,82.0,20.83,25.5,81.0,56.0,1004.5,16.2,82.0,98.0,60.0,89.0,30.0,11.7,4.7,6.5,1.8,1006.5,1002.0,3.76,0.0046789447486311,0.0,0.0,,0.0,Friday,1,2014.0,2164070.0,0.5446624999999999,8.0,2014.0,4.0
2014-08-15,DKI4,65.0,95.24819946289062,12.0,10.0,81.0,11.0,81.0,O3,SEDANG,30.1,21.8,2.0,4.0,9.9,85.0,21.49,25.8,80.0,52.0,1008.6,18.7,85.0,97.0,58.0,87.0,25.0,12.3,5.0,6.5,1.4,1010.7,1006.1,10.0,0.0049573666468372,1.0,0.0,,0.0,Friday,1,2014.0,2817994.0,0.4979,8.0,2014.0,4.0
2014-08-15,DKI5,66.0,47.51292037963867,7.0,18.0,76.0,11.0,76.0,O3,SEDANG,29.6,22.5,0.8,4.0,7.4,82.0,20.83,25.8,80.0,56.0,1011.2,16.2,82.0,95.0,61.0,89.0,30.0,11.7,4.7,6.5,1.8,1013.3,1008.6,3.76,0.0046479430379746,0.0,0.0,,0.0,Friday,1,2014.0,2430410.0,0.3788625,8.0,2014.0,4.0
2014-08-16,DKI1,42.0,64.42345428466797,9.0,26.0,51.0,15.0,51.0,O3,SEDANG,29.4,22.5,0.0,0.0,10.0,77.0,21.24,25.9,79.0,66.0,1010.9,22.0,77.0,96.0,59.0,87.0,37.0,12.6,5.4,6.8,2.0,1013.1,1008.5,0.0,0.0053417746562469,0.0,0.0,,1.0,Saturday,0,2014.0,910381.0,0.45846875,8.0,2014.0,5.0
2014-08-16,DKI2,58.0,77.15647888183594,16.0,12.0,55.0,15.0,58.0,PM10,SEDANG,29.5,22.5,0.0,0.0,11.3,77.0,21.88,26.0,78.0,57.0,1010.7,22.7,77.0,96.0,58.0,87.0,19.0,13.5,6.3,7.9,2.6,1012.9,1008.3,0.0,0.0062333036509349,0.0,0.0,,1.0,Saturday,0,2014.0,1729444.0,0.232375,8.0,2014.0,5.0
2014-08-16,DKI3,14.0,54.85731506347656,15.0,12.0,85.0,10.0,85.0,O3,SEDANG,29.4,21.0,0.0,0.0,10.0,77.0,21.24,25.4,81.0,66.0,1003.3,22.0,77.0,99.0,63.0,87.0,37.0,12.6,5.4,6.8,2.0,1005.4,1001.0,0.0,0.0053822386125784,0.0,0.0,,1.0,Saturday,0,2014.0,2164070.0,0.54159375,8.0,2014.0,5.0
2014-08-16,DKI4,56.0,83.58080291748047,12.0,7.0,51.0,12.0,56.0,PM10,SEDANG,29.8,21.6,0.0,0.0,11.3,77.0,21.88,25.7,79.0,57.0,1007.5,22.7,77.0,98.0,57.0,87.0,19.0,13.5,6.3,7.9,2.6,1009.6,1005.1,0.0,0.0062531017369727,0.0,0.0,,1.0,Saturday,0,2014.0,2817994.0,0.4999,8.0,2014.0,5.0
2014-08-16,DKI5,51.0,65.80094909667969,7.0,13.0,65.0,9.0,65.0,O3,SEDANG,29.4,22.4,0.0,0.0,10.0,77.0,21.24,25.9,79.0,66.0,1010.0,22.0,77.0,96.0,59.0,87.0,37.0,12.6,5.4,6.8,2.0,1012.2,1007.6,0.0,0.0053465346534653,0.0,0.0,,1.0,Saturday,0,2014.0,2430410.0,0.37669375,8.0,2014.0,5.0
2014-08-17,DKI1,43.0,62.349185943603516,10.0,19.0,50.0,16.0,50.0,O3,BAIK,29.6,23.0,0.0,0.0,11.2,63.0,21.4,26.3,75.0,47.0,1010.4,20.2,63.0,94.0,59.0,84.0,5.0,13.3,6.4,7.9,3.3,1012.4,1007.8,0.0,0.0063341250989707,0.0,1.0,Independence Day,1.0,Sunday,0,2014.0,910381.0,0.440625,8.0,2014.0,6.0
2014-08-17,DKI2,63.0,87.49922943115234,19.0,17.0,61.0,14.0,63.0,PM10,SEDANG,29.6,23.1,0.0,0.0,13.3,75.0,21.57,26.3,75.0,43.0,1010.3,23.4,75.0,93.0,58.0,87.0,3.0,13.6,6.8,7.2,3.3,1012.2,1007.7,0.0,0.0067306740572107,0.0,1.0,Independence Day,1.0,Sunday,0,2014.0,1729444.0,0.2314,8.0,2014.0,6.0
2014-08-17,DKI3,14.0,65.53911590576172,14.0,24.0,86.0,9.0,86.0,O3,SEDANG,29.9,21.6,0.0,0.0,11.2,63.0,21.4,25.7,78.0,47.0,1002.9,20.2,63.0,96.0,59.0,84.0,5.0,13.3,6.4,7.9,3.3,1004.8,1000.3,0.0,0.0063814936683617,0.0,1.0,Independence Day,1.0,Sunday,0,2014.0,2164070.0,0.5385249999999999,8.0,2014.0,6.0
2014-08-17,DKI4,66.0,102.07727813720703,12.0,16.0,86.0,10.0,66.0,PM10,SEDANG,30.1,22.2,0.0,0.0,13.3,75.0,21.57,26.0,75.0,43.0,1007.0,23.4,75.0,94.0,57.0,87.0,3.0,13.6,6.8,7.2,3.3,1008.9,1004.5,0.0,0.0067527308838133,0.0,1.0,Independence Day,1.0,Sunday,0,2014.0,2817994.0,0.5019,8.0,2014.0,6.0
2014-08-17,DKI5,57.0,50.09073257446289,7.0,15.0,86.0,11.0,57.0,PM10,SEDANG,29.5,23.0,0.0,0.0,11.2,63.0,21.4,26.3,75.0,47.0,1009.5,20.2,63.0,94.0,59.0,84.0,5.0,13.3,6.4,7.9,3.3,1011.5,1006.9,0.0,0.0063397721644378,0.0,1.0,Independence Day,1.0,Sunday,0,2014.0,2430410.0,0.374525,8.0,2014.0,6.0
2014-08-18,DKI1,51.0,80.9021224975586,11.0,23.0,60.0,13.0,60.0,O3,SEDANG,29.7,24.0,0.0,0.0,11.8,76.0,20.84,26.6,73.0,52.0,1011.1,23.4,76.0,86.0,56.0,99.0,9.0,15.0,7.7,7.9,4.9,1012.8,1008.9,0.0,0.0076154683018494,0.0,0.0,,0.0,Monday,1,2014.0,910381.0,0.42278125,8.0,2014.0,0.0
2014-08-18,DKI2,69.0,96.60326385498047,26.0,19.0,54.0,16.0,69.0,PM10,SEDANG,29.7,24.0,0.0,0.0,13.3,84.0,21.8,26.6,73.0,50.0,1011.0,25.6,84.0,86.0,55.0,99.0,3.0,16.2,8.5,9.4,6.0,1012.6,1008.8,0.0,0.0084075173095944,0.0,0.0,,0.0,Monday,1,2014.0,1729444.0,0.230425,8.0,2014.0,0.0
2014-08-18,DKI3,17.0,68.67919921875,14.0,29.0,80.0,10.0,80.0,O3,SEDANG,29.9,21.9,0.0,0.0,11.8,76.0,20.84,26.1,76.0,52.0,1003.6,23.4,76.0,94.0,55.0,99.0,9.0,15.0,7.7,7.9,4.9,1005.2,1001.4,0.0,0.0076723794340374,0.0,0.0,,0.0,Monday,1,2014.0,2164070.0,0.53545625,8.0,2014.0,0.0
2014-08-18,DKI4,70.0,119.61272430419922,13.0,16.0,80.0,14.0,70.0,PM10,SEDANG,30.1,22.5,0.0,0.0,13.3,84.0,21.8,26.3,75.0,50.0,1007.7,25.6,84.0,93.0,53.0,99.0,3.0,16.2,8.5,9.4,6.0,1009.3,1005.6,0.0,0.0084350501141212,0.0,0.0,,0.0,Monday,1,2014.0,2817994.0,0.5039,8.0,2014.0,0.0
2014-08-18,DKI5,59.0,52.870723724365234,8.0,20.0,80.0,12.0,59.0,PM10,SEDANG,29.7,23.9,0.0,0.0,11.8,76.0,20.84,26.6,73.0,52.0,1010.2,23.4,76.0,86.0,56.0,99.0,9.0,15.0,7.7,7.9,4.9,1011.9,1008.0,0.0,0.0076222530192041,0.0,0.0,,0.0,Monday,1,2014.0,2430410.0,0.37235625,8.0,2014.0,0.0
2014-08-19,DKI1,53.0,85.11381530761719,14.0,25.0,50.0,18.0,53.0,PM10,SEDANG,30.3,23.6,0.0,0.0,9.7,72.0,21.9,26.8,73.0,67.0,1011.7,20.2,72.0,91.0,53.0,100.0,16.0,13.5,6.3,7.6,3.7,1013.7,1009.1,0.0,0.0062271424335277,0.0,0.0,,0.0,Tuesday,1,2014.0,910381.0,0.4049375,8.0,2014.0,1.0
2014-08-19,DKI2,74.0,105.64017486572266,20.0,15.0,54.0,15.0,74.0,PM10,SEDANG,30.2,23.7,0.0,0.0,11.8,83.0,22.46,26.7,74.0,60.0,1011.5,22.0,83.0,89.0,53.0,100.0,13.0,14.3,7.4,8.6,4.6,1013.5,1009.0,0.0,0.0073158675234799,0.0,0.0,,0.0,Tuesday,1,2014.0,1729444.0,0.22945,8.0,2014.0,1.0
2014-08-19,DKI3,74.0,101.77605438232422,15.0,16.0,98.0,8.0,98.0,O3,SEDANG,30.7,21.8,0.0,0.0,9.7,72.0,21.9,26.3,76.0,67.0,1004.2,20.2,72.0,96.0,51.0,100.0,16.0,13.5,6.3,7.6,3.7,1006.2,1001.7,0.0,0.0062736506671977,0.0,0.0,,0.0,Tuesday,1,2014.0,2164070.0,0.5323875,8.0,2014.0,1.0
2014-08-19,DKI4,82.0,129.8125762939453,13.0,14.0,98.0,21.0,82.0,PM10,SEDANG,30.8,22.2,0.0,0.0,11.8,83.0,22.46,26.4,75.0,60.0,1008.3,22.0,83.0,95.0,50.0,100.0,13.0,14.3,7.4,8.6,4.6,1010.3,1005.8,0.0,0.0073390855896062,0.0,0.0,,0.0,Tuesday,1,2014.0,2817994.0,0.5059,8.0,2014.0,1.0
2014-08-19,DKI5,64.0,45.658485412597656,9.0,17.0,70.0,12.0,70.0,O3,SEDANG,30.2,23.5,0.0,0.0,9.7,72.0,21.9,26.7,73.0,67.0,1010.8,20.2,72.0,91.0,53.0,100.0,16.0,13.5,6.3,7.6,3.7,1012.8,1008.2,0.0,0.0062326869806094,0.0,0.0,,0.0,Tuesday,1,2014.0,2430410.0,0.3701875,8.0,2014.0,1.0
2014-08-20,DKI1,56.0,75.37017822265625,12.0,31.0,72.0,20.0,72.0,O3,SEDANG,30.3,23.2,0.0,0.0,8.3,43.0,22.08,26.7,75.0,49.0,1011.2,15.8,43.0,92.0,56.0,95.0,17.0,11.7,4.3,5.4,1.8,1013.0,1008.9,0.0,0.0042523734177215,0.0,0.0,,0.0,Wednesday,1,2014.0,910381.0,0.38709375,8.0,2014.0,2.0
2014-08-20,DKI2,74.0,98.5630874633789,18.0,17.0,75.0,16.0,75.0,O3,SEDANG,30.3,23.1,0.0,0.0,10.6,63.0,22.75,26.7,76.0,52.0,1011.0,19.1,63.0,93.0,56.0,93.0,16.0,12.6,5.1,6.8,1.8,1012.7,1008.8,0.0,0.0050445103857566,0.0,0.0,,0.0,Wednesday,1,2014.0,1729444.0,0.228475,8.0,2014.0,2.0
2014-08-20,DKI3,74.0,75.76780700683594,14.0,17.0,65.0,12.0,65.0,O3,SEDANG,30.5,21.9,0.0,0.0,8.3,43.0,22.08,26.3,76.0,49.0,1003.6,15.8,43.0,95.0,54.0,95.0,17.0,11.7,4.3,5.4,1.8,1005.5,1001.5,0.0,0.0042845755280988,0.0,0.0,,0.0,Wednesday,1,2014.0,2164070.0,0.52931875,8.0,2014.0,2.0
