tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,stasiun,is_holiday_nasional,nama_libur,is_weekend,day_name,dayofweek,month,dayofyear,quarter,rainy_day,washout_effect,ventilation_proxy,Total_Penduduk,ndvi
2025-11-16,32.530003,25.029999,0.0,0,18.775301,270.0,20.43,28.123749,75.75,99.916664,1007.84467,40.68,270.0,90.0,56.0,100.0,99.0,22.74,9.989529,10.440001,4.6938252,1009.78516,1004.92194,DKI1,0,Hari Kerja,1,Sunday,6,11,320,4,0,0.0,249.80312924746758,921344.0,0.19249606370192307
2025-11-17,32.780003,24.73,0.1,0,17.227419,255.96373,20.6244,28.200834,73.0,93.208336,1007.6787,37.079998,255.96373,84.0,56.0,100.0,48.0,20.939999,9.065055,5.7599998,2.9024127,1009.50397,1004.9232,DKI1,0,Hari Kerja,0,Monday,0,11,321,4,1,1.7227419000000002,237.80415318185345,921344.0,0.19249606370192307
2025-11-18,31.929998,24.38,8.8,6,12.24,180.0,16.8804,27.084166,81.208336,75.458336,1006.9614,27.72,180.0,90.0,62.0,100.0,39.0,13.514999,4.66734,3.2399998,1.4399999,1008.7976,1004.90375,DKI1,0,Hari Kerja,0,Tuesday,1,11,322,4,1,107.71200000000002,151.77268914856228,921344.0,0.19249606370192307
2025-11-19,31.88,24.029999,11.0,6,12.387348,141.34016,17.8596,27.069582,83.291664,90.458336,1006.84064,32.039997,141.34016,96.0,62.0,100.0,44.0,14.399999,5.535332,1.4399999,0.8049845,1008.69293,1004.4165,DKI1,0,Hari Kerja,0,Wednesday,2,11,323,4,1,136.260828,149.73989940004947,921344.0,0.19249606370192307
2025-11-20,28.929998,24.48,13.7,10,14.332341,279.46225,10.5552,26.302916,87.416664,99.333336,1007.39825,33.839996,279.46225,94.0,79.0,100.0,84.0,18.81,7.809328,3.96,1.609969,1009.1801,1005.3012,DKI1,0,Hari Kerja,0,Thursday,3,11,324,4,1,196.3530717,165.16730999713337,921344.0,0.19249606370192307
2025-11-21,32.33,24.13,0.6,2,12.661564,244.2901,19.9332,27.505,78.708336,92.291664,1007.3381,29.88,244.2901,93.0,58.0,100.0,55.0,19.769999,8.698895,11.5199995,5.0528407,1009.1094,1005.01984,DKI1,0,Hari Kerja,0,Friday,4,11,325,4,1,7.5969384,162.04733159126118,921344.0,0.19249606370192307
2025-11-22,33.13,24.48,2.0,4,10.137692,180.0,19.9476,27.96125,76.041664,88.083336,1006.7996,23.039999,180.0,90.0,49.0,100.0,54.0,8.655,3.2456293,1.4399999,0.5091169,1008.6041,1004.418,DKI1,0,Hari Kerja,1,Saturday,5,11,326,4,1,20.275384,134.22410443994494,921344.0,0.19249606370192307
2025-11-23,31.029999,25.429998,3.3,3,11.966953,263.6599,14.9652,27.594582,80.083336,99.75,1006.63135,25.56,263.6599,92.0,66.0,100.0,94.0,14.1449995,6.0940766,3.6,1.8,1008.19934,1004.71216,DKI1,0,Hari Kerja,1,Sunday,6,11,327,4,1,39.490944899999995,150.42218088637753,921344.0,0.19249606370192307
2025-11-24,34.13,24.679998,0.0,0,19.13426,251.56496,21.8808,28.498749,68.375,74.625,1006.1784,37.8,251.56496,85.0,48.0,100.0,37.0,17.58,8.115193,5.3999996,2.7416782,1008.1043,1003.6347,DKI1,0,Hari Kerja,0,Monday,0,11,328,4,0,0.0,281.57190657380625,921344.0,0.19249606370192307
2025-11-25,33.98,23.88,0.0,0,14.118243,240.2552,22.7484,28.5675,66.291664,96.083336,1005.5964,27.72,240.2552,85.0,46.0,100.0,69.0,14.774999,6.950474,5.04,2.7416782,1007.2973,1002.9374,DKI1,0,Hari Kerja,0,Tuesday,1,11,329,4,0,0.0,214.1634932429091,921344.0,0.19249606370192307
2025-11-26,33.38,24.38,0.1,0,16.24394,230.19447,23.328,28.34875,70.958336,80.666664,1005.7825,32.399998,230.19447,86.0,47.0,100.0,12.0,15.329999,7.1685615,5.3999996,2.8116899,1007.9877,1003.32574,DKI1,0,Hari Kerja,0,Wednesday,2,11,330,4,1,1.624394,230.24596550643463,921344.0,0.19249606370192307
2025-11-27,32.63,24.929998,0.3,0,10.685391,213.6901,17.9424,28.252916,74.958336,80.208336,1006.9177,23.4,213.6901,90.0,55.0,100.0,4.0,9.749999,4.0696783,2.52,1.2979984,1008.8057,1004.8184,DKI1,0,Hari Kerja,0,Thursday,3,11,331,4,1,3.2056172999999997,143.5371955071241,921344.0,0.19249606370192307
2025-11-28,33.030003,24.38,4.8,4,11.165805,224.9999,19.0908,28.234167,74.833336,94.166664,1007.0424,24.119999,224.9999,89.0,54.0,100.0,30.0,9.884999,3.6682107,3.2399998,0.5091169,1008.7055,1005.3094,DKI1,0,Hari Kerja,0,Friday,4,11,332,4,1,53.595864,150.25975943571459,921344.0,0.19249606370192307
2025-11-29,33.530003,24.98,5.1000004,4,9.422101,206.56499,20.1348,28.771667,70.208336,99.166664,1007.5944,21.24,206.56499,83.0,47.0,100.0,80.0,10.919999,4.429111,4.68,2.2768397,1009.2041,1005.22876,DKI1,0,Hari Kerja,1,Saturday,5,11,333,4,1,48.052718868840394,135.22121082366058,921344.0,0.19249606370192307
2025-11-30,32.73,25.679998,10.2,12,10.495713,158.19853,16.8048,28.313332,75.375,99.291664,1008.94403,23.759998,158.19853,87.0,58.0,100.0,83.0,11.505,4.568834,2.8799999,0.8049845,1011.3845,1007.0155,DKI1,0,Hari Kerja,1,Sunday,6,11,334,4,1,107.0562726,140.49203279526887,921344.0,0.19249606370192307
2025-09-01,32.45,24.85,1.0,2,15.379206,126.86998,20.6892,28.039583,73.25,44.75,1008.2536,34.92,126.86998,85.0,51.0,95.0,0.0,21.495,9.35342,10.799999,5.1165614,1009.96484,1005.9799,DKI2,0,Hari Kerja,0,Monday,0,9,244,3,1,15.379206,211.68791555824708,1781316.0,0.22503665081521737
2025-09-02,32.95,25.25,0.0,0,18.998316,111.801476,21.1356,28.362501,70.541664,41.875,1008.6418,40.68,111.801476,87.0,47.0,100.0,0.0,24.06,10.715553,11.5199995,5.692099,1010.5702,1006.2853,DKI2,0,Hari Kerja,0,Tuesday,1,9,245,3,0,0.0,271.6479107610617,1781316.0,0.22503665081521737
2025-09-03,33.8,24.85,0.0,0,20.63023,119.357666,24.174,28.529167,69.833336,40.0,1009.13763,45.36,119.357666,89.0,45.0,89.0,0.0,25.455,11.09547,13.32,5.634891,1011.1718,1006.8841,DKI2,0,Hari Kerja,0,Wednesday,2,9,246,3,0,0.0,298.1203906477402,1781316.0,0.22503665081521737
2025-09-04,32.35,25.1,0.0,0,16.485485,129.80553,21.474,28.220833,73.791664,46.375,1008.8078,37.44,129.80553,87.0,53.0,100.0,0.0,22.275,9.356357,9.0,3.8939953,1010.972,1006.6795,DKI2,0,Hari Kerja,0,Thursday,3,9,247,3,0,0.0,225.3735036356275,1781316.0,0.22503665081521737
2025-09-05,31.15,25.3,2.6,4,11.159999,180.0,21.0312,28.091667,78.541664,60.916668,1009.17365,30.599998,180.0,91.0,63.0,99.0,30.0,14.174999,4.853365,4.68,0.35999998,1011.07056,1007.0784,DKI2,1,Prophet's Birthday,0,Friday,4,9,248,3,1,29.0159974,143.39366332786568,1781316.0,0.22503665081521737
2025-09-06,31.4,25.0,3.5,4,11.440978,158.19853,20.9304,27.7875,75.416664,78.875,1009.80524,28.08,158.19853,88.0,57.0,100.0,22.0,15.764999,6.1727333,7.92,1.8,1011.5752,1007.87384,DKI2,0,Hari Kerja,1,Saturday,5,9,249,3,1,40.043423,153.19107107581317,1781316.0,0.22503665081521737
2025-09-07,31.45,25.1,0.2,1,10.538843,208.61037,20.8476,27.816666,71.583336,69.708336,1009.4224,25.56,208.61037,89.0,55.0,100.0,7.0,14.13,5.613926,5.3999996,2.5455842,1011.5638,1007.17645,DKI2,0,Hari Kerja,1,Sunday,6,9,250,3,1,2.1077686,148.61202046078435,1781316.0,0.22503665081521737
2025-09-08,32.6,25.1,0.2,1,13.627795,123.690094,22.1652,28.19375,72.916664,67.541664,1009.3322,33.48,123.690094,90.0,49.0,100.0,32.0,15.899999,6.2349834,5.3999996,2.3051248,1011.1712,1007.0775,DKI2,0,Hari Kerja,0,Monday,0,9,251,3,1,2.7255590000000005,188.6396271296641,1781316.0,0.22503665081521737
2025-09-09,31.75,25.8,0.3,1,10.594036,44.999897,20.5776,28.21875,76.541664,84.833336,1009.74854,25.919998,44.999897,91.0,57.0,100.0,35.0,12.329999,4.70093,2.8799999,0.5091169,1011.7712,1007.07806,DKI2,0,Hari Kerja,0,Tuesday,1,9,252,3,1,3.1782107999999996,139.75803274550498,1781316.0,0.22503665081521737
2025-09-10,30.9,25.2,4.2,9,12.181625,189.46225,19.9764,27.852083,80.875,81.916664,1008.9731,32.039997,189.46225,94.0,63.0,100.0,39.0,17.01,6.0707383,5.04,1.2979984,1010.971,1006.1794,DKI2,0,Hari Kerja,0,Wednesday,2,9,253,3,1,51.162825000000005,151.97442892472952,1781316.0,0.22503665081521737
2025-09-11,30.55,25.15,3.5,9,10.446206,158.19853,18.576,27.439583,80.041664,90.5,1009.05493,28.44,158.19853,89.0,64.0,100.0,55.0,15.704999,5.8013206,7.92,0.5091169,1011.0624,1006.87427,DKI2,0,Hari Kerja,0,Thursday,3,9,254,3,1,36.561721,131.69136094041698,1781316.0,0.22503665081521737
2025-09-12,31.65,25.1,10.7,8,12.371645,238.39255,18.7524,27.63125,80.5,96.208336,1009.62994,32.399998,238.39255,92.0,61.0,100.0,76.0,15.044999,5.736243,6.8399997,1.484318,1011.3615,1006.977,DKI2,0,Hari Kerja,0,Friday,4,9,255,3,1,132.3766015,155.16500868386706,1781316.0,0.22503665081521737
2025-09-13,31.8,25.15,0.0,0,13.039754,3.2704222,23.472,28.302084,76.041664,45.458332,1009.9694,28.44,3.2704222,90.0,57.0,100.0,4.0,15.134999,6.4356933,8.64,1.0182338,1011.86975,1007.87866,DKI2,0,Hari Kerja,1,Saturday,5,9,256,3,0,0.0,173.19127213638563,1781316.0,0.22503665081521737
2025-09-14,32.65,25.2,0.8,2,15.725037,156.0375,23.1228,28.289583,75.333336,83.708336,1009.832,33.48,156.0375,91.0,53.0,100.0,39.0,17.505,7.5062237,5.04,2.0364676,1011.67,1007.5793,DKI2,0,Hari Kerja,1,Sunday,6,9,257,3,1,12.580029600000001,210.79174780981424,1781316.0,0.22503665081521737
2025-09-15,32.35,25.8,0.0,0,14.4,360.0,21.4272,28.56875,71.791664,66.833336,1009.6457,34.56,360.0,84.0,52.0,100.0,3.0,16.455,6.89776,4.32,0.71999997,1011.7727,1007.1793,DKI2,0,Hari Kerja,0,Monday,0,9,258,3,0,0.0,202.51512877595374,1781316.0,0.22503665081521737
2025-09-16,31.45,26.1,20.4,10,11.841756,327.99466,20.4804,28.391668,75.666664,86.583336,1009.5827,29.519999,327.99466,86.0,58.0,100.0,48.0,13.799999,5.1407113,3.2399998,1.08,1011.67285,1007.1784,DKI2,0,Hari Kerja,0,Tuesday,1,9,259,3,1,241.57182239999997,157.99866629803054,1781316.0,0.22503665081521737
2025-09-17,30.3,25.3,12.3,12,12.864649,189.46225,19.656,27.670832,78.791664,89.375,1009.7758,30.239998,189.46225,90.0,68.0,100.0,33.0,15.959999,6.123529,5.3999996,0.8049845,1012.06195,1007.1778,DKI2,0,Hari Kerja,0,Wednesday,2,9,260,3,1,158.2351827,164.8703755729058,1781316.0,0.22503665081521737
2025-09-18,31.2,25.25,1.5,2,10.195057,90.0,17.73,27.904167,77.875,86.166664,1009.62256,23.4,90.0,91.0,62.0,100.0,45.0,15.674999,6.619143,7.2,2.8799999,1011.96533,1006.7822,DKI2,0,Hari Kerja,0,Thursday,3,9,261,3,1,15.292585500000001,132.17540350158484,1781316.0,0.22503665081521737
2025-09-19,31.35,25.75,4.7000003,6,10.495713,185.19434,19.4148,28.091667,79.0,91.375,1009.6982,38.16,185.19434,92.0,62.0,100.0,45.0,19.8,4.70217,2.52,0.8049845,1011.66876,1007.5766,DKI2,0,Hari Kerja,0,Friday,4,9,262,3,1,49.3298542487139,134.14560156729874,1781316.0,0.22503665081521737
2025-09-20,30.7,25.95,4.2,5,15.496736,206.56499,17.1036,27.747917,80.833336,97.916664,1009.52637,39.6,206.56499,90.0,63.0,100.0,78.0,21.6,8.318022,5.3999996,1.8,1011.7702,1007.8746,DKI2,0,Hari Kerja,1,Saturday,5,9,263,3,1,65.0862912,193.53851288444065,1781316.0,0.22503665081521737
2025-09-21,31.35,25.5,4.5,7,11.525623,125.537766,21.1032,28.0,80.625,74.541664,1009.90594,30.960001,125.537766,92.0,63.0,100.0,29.0,17.25,6.1361485,6.4799995,1.484318,1011.96967,1007.8761,DKI2,0,Hari Kerja,1,Sunday,6,9,264,3,1,51.865303499999996,144.36955199876738,1781316.0,0.22503665081521737
2025-09-22,33.4,25.25,3.5,4,15.629971,14.676441,23.8356,28.50625,78.666664,67.083336,1009.0252,35.64,14.676441,95.0,54.0,100.0,0.0,18.42,7.191691,6.8399997,2.2768397,1010.7668,1005.68024,DKI2,0,Hari Kerja,0,Monday,0,9,265,3,1,54.7048985,200.4792603671258,1781316.0,0.22503665081521737
2025-09-23,32.0,25.5,1.1,2,11.928989,1.8475709,22.9248,28.34375,79.083336,82.291664,1009.1704,29.16,1.8475709,90.0,60.0,100.0,20.0,16.394999,6.013931,7.2,2.9024127,1011.56976,1006.18,DKI2,0,Hari Kerja,0,Tuesday,1,9,266,3,1,13.1218879,152.22401089308624,1781316.0,0.22503665081521737
2025-09-24,32.0,25.2,0.3,1,11.609651,180.0,23.6808,28.487501,74.5,74.291664,1008.2967,33.839996,180.0,93.0,56.0,100.0,20.0,13.829999,5.050818,5.7599998,2.3051248,1010.3678,1005.38214,DKI2,0,Hari Kerja,0,Wednesday,2,9,267,3,1,3.4828952999999996,157.12715156311006,1781316.0,0.22503665081521737
2025-09-25,31.6,25.35,5.5,5,10.538843,4.085537,23.0616,28.197916,76.375,62.208332,1008.8618,26.28,4.085537,89.0,59.0,92.0,16.0,14.88,5.78229,5.3999996,2.5455842,1011.46295,1006.67926,DKI2,0,Hari Kerja,0,Thursday,3,9,268,3,1,57.9636365,139.21094754693814,1781316.0,0.22503665081521737
2025-09-26,33.3,24.8,3.4,2,14.986553,149.03632,23.814,28.352083,75.416664,50.75,1009.39923,36.0,149.03632,91.0,50.0,82.0,13.0,18.045,7.047628,7.5599995,2.0991426,1011.571,1006.3798,DKI2,0,Hari Kerja,0,Friday,4,9,269,3,1,50.9542802,200.58451615619316,1781316.0,0.22503665081521737
2025-09-27,33.35,25.95,0.7,2,14.799459,38.418083,22.5252,28.975,72.666664,82.458336,1008.9394,35.64,38.418083,87.0,49.0,100.0,47.0,19.635,8.307364,6.8399997,3.319036,1011.1737,1006.5805,DKI2,0,Hari Kerja,1,Saturday,5,9,270,3,1,10.3596213,205.48290594136262,1781316.0,0.22503665081521737
2025-09-28,33.25,26.5,0.2,0,17.068707,121.60746,23.2632,29.304167,71.416664,67.916664,1008.8698,39.239998,121.60746,85.0,51.0,97.0,11.0,23.07,9.419612,6.4799995,2.3051248,1011.1765,1005.8853,DKI2,0,Hari Kerja,1,Sunday,6,9,271,3,1,3.4137414,241.1216381844523,1781316.0,0.22503665081521737
2025-09-29,31.85,25.8,6.7,8,14.336861,128.15727,21.1752,28.239584,78.125,84.625,1009.6321,33.12,128.15727,91.0,60.0,100.0,48.0,17.984999,6.2829056,4.32,2.1897945,1011.4699,1007.1822,DKI2,0,Hari Kerja,0,Monday,0,9,272,3,1,96.05696870000001,185.2794250091277,1781316.0,0.22503665081521737
2025-09-30,31.95,25.6,7.5,8,11.631956,14.931467,19.4652,28.045832,77.166664,89.041664,1009.0236,29.88,14.931467,88.0,56.0,100.0,57.0,16.71,6.3513107,9.72,3.6179552,1010.66473,1007.3763,DKI2,0,Hari Kerja,0,Tuesday,1,9,273,3,1,87.23967,152.09829620419512,1781316.0,0.22503665081521737
2025-10-01,31.35,25.3,4.5,8,14.4,168.69011,20.1276,27.96875,78.166664,84.083336,1008.75287,36.0,168.69011,91.0,61.0,100.0,29.0,20.565,7.894373,6.12,2.52,1010.7716,1006.37787,DKI2,0,Hari Kerja,0,Wednesday,2,10,274,4,1,64.8,185.83422375553857,1781316.0,0.2252159663865546
2025-10-02,29.1,25.8,9.2,11,10.495713,4.085537,13.428,27.31875,82.625,99.125,1010.2491,29.16,4.085537,92.0,73.0,100.0,79.0,16.47,6.1083393,5.04,2.2768397,1012.36206,1008.2637,DKI2,0,Hari Kerja,0,Thursday,3,10,275,4,1,96.56055959999999,128.33022223429109,1781316.0,0.2252159663865546
2025-10-03,32.05,25.05,0.0,0,11.592895,194.03627,22.1076,28.154167,74.75,75.0,1010.63495,26.28,194.03627,93.0,54.0,100.0,0.0,13.649999,5.8424087,6.4799995,2.9024127,1012.46313,1008.28107,DKI2,0,Hari Kerja,0,Friday,4,10,276,4,0,0.0,156.738258979,1781316.0,0.2252159663865546
2025-10-04,32.5,25.45,0.4,1,14.264361,146.3099,23.706,28.545832,77.916664,76.166664,1010.65704,33.48,146.3099,91.0,59.0,100.0,24.0,15.195,6.042259,3.96,1.2979984,1012.37213,1008.5785,DKI2,0,Hari Kerja,1,Saturday,5,10,277,4,1,5.7057444,185.02302493021827,1781316.0,0.2252159663865546
2025-10-05,31.0,26.1,4.7,6,12.594856,231.34016,19.9836,28.322916,76.833336,93.416664,1010.802,29.88,231.34016,86.0,65.0,100.0,51.0,15.584999,6.129948,5.04,1.8,1012.2668,1008.3772,DKI2,0,Hari Kerja,1,Sunday,6,10,278,4,1,59.1958232,165.69507842939424,1781316.0,0.2252159663865546
2025-10-06,32.55,25.75,0.90000004,3,16.489416,90.0,21.8016,28.639582,74.458336,95.583336,1010.48663,42.48,90.0,87.0,55.0,100.0,39.0,21.765,8.55001,7.92,3.5455887,1012.36456,1007.98065,DKI2,0,Hari Kerja,0,Monday,0,10,279,4,1,14.840475059576638,223.78064431238533,1781316.0,0.2252159663865546
2025-10-07,32.75,25.45,6.0,10,12.397806,13.392516,22.3848,28.202082,77.0,68.625,1011.6091,34.2,13.392516,89.0,56.0,100.0,37.0,19.785,6.0793967,6.4799995,2.5455842,1013.6613,1009.57745,DKI2,0,Hari Kerja,0,Tuesday,1,10,280,4,1,74.38683599999999,162.8796541510987,1781316.0,0.2252159663865546
2025-10-08,32.45,25.2,2.3,3,11.620809,230.71062,23.6088,28.137499,77.375,50.875,1010.49335,29.88,230.71062,93.0,54.0,100.0,0.0,15.674999,6.1398067,5.7599998,2.7416782,1012.96454,1007.17896,DKI2,0,Hari Kerja,0,Wednesday,2,10,281,4,1,26.727860699999997,151.76413849589852,1781316.0,0.2252159663865546
2025-10-09,31.65,25.2,0.0,0,12.964998,135.0001,25.3764,28.191666,73.291664,32.375,1009.7485,32.399998,135.0001,88.0,57.0,100.0,2.0,15.435,6.0274353,2.8799999,0.8049845,1011.3671,1007.2789,DKI2,0,Hari Kerja,0,Thursday,3,10,282,4,0,0.0,178.62041286172735,1781316.0,0.2252159663865546
2025-10-10,32.6,25.25,0.4,1,12.641076,135.0001,24.9516,28.416666,72.625,52.0,1009.52026,30.239998,135.0001,84.0,53.0,100.0,0.0,17.804998,6.5625243,7.2,1.8,1011.6659,1006.8812,DKI2,0,Hari Kerja,0,Friday,4,10,283,4,1,5.0564304,175.71665859139085,1781316.0,0.2252159663865546
2025-10-11,32.55,25.6,0.2,0,12.096214,135.0001,23.3856,28.764582,70.625,52.208332,1009.09686,31.68,135.0001,84.0,52.0,93.0,13.0,18.21,7.1869617,9.36,3.8939953,1011.473,1006.2824,DKI2,0,Hari Kerja,1,Saturday,5,10,284,4,1,2.4192428,172.83188057045012,1781316.0,0.2252159663865546
2025-10-12,32.75,25.65,0.0,0,13.363711,203.9625,22.9032,28.889582,72.375,43.625,1008.45215,32.399998,203.9625,87.0,52.0,100.0,0.0,17.355,6.7505107,7.2,1.484318,1010.37573,1005.88257,DKI2,0,Hari Kerja,1,Sunday,6,10,285,4,0,0.0,186.20605305600898,1781316.0,0.2252159663865546
2025-10-13,31.95,26.05,8.3,13,13.044722,180.0,22.266,28.629166,77.25,82.458336,1008.4471,42.48,180.0,85.0,63.0,100.0,60.0,23.625,6.163729,7.2,1.08,1010.4737,1005.7829,DKI2,0,Hari Kerja,0,Monday,0,10,286,4,1,108.2711926,170.29012389910937,1781316.0,0.2252159663865546
2025-10-14,33.15,26.15,0.3,0,13.608762,131.63345,22.7232,29.172918,75.5,62.083332,1007.0961,42.48,131.63345,89.0,54.0,100.0,16.0,20.519999,7.533706,7.5599995,3.2599385,1009.17633,1004.6865,DKI2,0,Hari Kerja,0,Tuesday,1,10,287,4,1,4.0826286,181.5275647156053,1781316.0,0.2252159663865546
2025-10-15,32.2,26.9,0.9,1,13.324863,112.61991,23.4144,29.0625,77.458336,57.875,1005.8054,40.32,112.61991,88.0,63.0,71.0,40.0,24.795,7.877929,10.08,4.1046314,1008.07684,1003.1843,DKI2,0,Hari Kerja,0,Wednesday,2,10,288,4,1,11.992376700000001,173.0248782992214,1781316.0,0.2252159663865546
2025-10-16,32.1,26.85,2.8,6,14.77755,44.999897,21.4524,29.339584,75.916664,92.25,1005.6482,44.639996,44.999897,86.0,64.0,100.0,61.0,20.55,4.996551,1.8,0.35999998,1007.4759,1002.6895,DKI2,0,Hari Kerja,0,Thursday,3,10,289,4,1,41.37714,195.7543413381547,1781316.0,0.2252159663865546
2025-10-17,31.8,26.4,3.3999999,6,13.708391,135.0001,23.22,28.887499,76.75,81.833336,1006.62897,31.68,135.0001,89.0,61.0,100.0,43.0,16.949999,5.4175987,3.96,1.1384199,1008.66797,1003.98566,DKI2,0,Hari Kerja,0,Friday,4,10,290,4,1,46.6085280291609,179.79496433468756,1781316.0,0.2252159663865546
2025-10-18,32.5,25.95,0.3,1,10.182337,6.1154146,23.13,28.852083,76.208336,69.583336,1006.05444,30.239998,6.1154146,91.0,56.0,100.0,2.0,15.18,5.512629,7.2,2.2768397,1008.1723,1003.38513,DKI2,0,Hari Kerja,1,Saturday,5,10,291,4,1,3.0547011,134.4207981188079,1781316.0,0.2252159663865546
2025-10-19,30.85,25.9,1.0,3,10.739833,195.94547,22.2408,28.514582,78.5,68.541664,1005.13336,31.68,195.94547,93.0,67.0,100.0,28.0,17.039999,5.7903666,5.3999996,1.1384199,1007.17334,1002.8831,DKI2,0,Hari Kerja,1,Sunday,6,10,292,4,1,10.739833,137.51547043476282,1781316.0,0.2252159663865546
2025-10-20,32.65,26.05,0.0,0,11.792404,187.12492,22.5036,29.022917,73.958336,82.666664,1005.4639,29.519999,187.12492,89.0,55.0,100.0,44.0,14.61,5.641211,5.7599998,2.1897945,1007.4717,1002.78687,DKI2,0,Hari Kerja,0,Monday,0,10,293,4,0,0.0,160.3177837345556,1781316.0,0.2252159663865546
2025-10-21,32.05,26.1,4.2999997,3,12.879752,172.87508,20.3148,28.94375,75.625,96.666664,1006.7998,30.599998,172.87508,89.0,58.0,100.0,60.0,14.774999,5.7494407,5.7599998,1.8,1008.77106,1004.3862,DKI2,0,Hari Kerja,0,Tuesday,1,10,294,4,1,55.382929736074395,171.46884942346577,1781316.0,0.2252159663865546
2025-10-22,33.35,26.05,6.4,7,12.229406,224.9999,18.0576,28.745834,77.666664,96.5,1007.46094,31.319998,224.9999,91.0,55.0,100.0,80.0,18.644999,7.366426,7.5599995,3.0547013,1009.76685,1004.7846,DKI2,0,Hari Kerja,0,Wednesday,2,10,295,4,1,78.26819840000002,158.63496936602866,1781316.0,0.2252159663865546
2025-10-23,32.35,25.5,0.5,1,14.512064,236.3099,15.0948,28.058334,77.166664,98.666664,1008.033,30.239998,236.3099,94.0,55.0,100.0,86.0,20.249998,8.736832,9.0,3.5455887,1009.6642,1005.98175,DKI2,0,Hari Kerja,0,Thursday,3,10,296,4,1,7.256032,189.57200754605643,1781316.0,0.2252159663865546
2025-10-24,32.65,25.4,4.0,5,13.684735,236.3099,16.8984,28.345833,76.25,96.041664,1007.8425,32.039997,236.3099,89.0,56.0,100.0,76.0,19.71,8.896192,9.0,4.1046314,1010.56226,1005.6846,DKI2,0,Hari Kerja,0,Friday,4,10,297,4,1,54.73894,180.87944307196722,1781316.0,0.2252159663865546
2025-10-25,33.15,24.8,1.2,3,10.514218,231.95291,15.8544,28.145834,74.583336,96.708336,1008.1499,20.16,231.95291,90.0,55.0,100.0,69.0,15.299999,7.154738,2.8799999,0.35999998,1009.5668,1005.6846,DKI2,0,Hari Kerja,1,Saturday,5,10,298,4,1,12.6170616,142.12166408429624,1781316.0,0.2252159663865546
2025-10-26,32.9,25.5,1.5,2,14.05845,213.6901,20.07,28.4375,74.458336,99.916664,1008.61285,27.359999,213.6901,90.0,51.0,100.0,98.0,15.209999,7.129068,6.12,1.2979984,1010.6666,1006.7816,DKI2,0,Hari Kerja,1,Sunday,6,10,299,4,1,21.087675,190.43580722892466,1781316.0,0.2252159663865546
2025-10-27,31.65,25.3,10.4,10,13.75558,209.0545,21.2688,27.987501,79.25,97.833336,1009.165,29.519999,209.0545,93.0,60.0,100.0,79.0,14.294999,6.1839333,6.4799995,0.35999998,1010.76483,1006.77686,DKI2,0,Hari Kerja,0,Monday,0,10,300,4,1,143.058032,175.1627746460568,1781316.0,0.2252159663865546
2025-10-28,30.15,25.65,8.4,11,9.904906,185.7105,15.8688,27.6625,80.375,100.0,1009.59686,22.68,185.7105,92.0,67.0,100.0,100.0,13.169999,5.8474545,7.2,2.1897945,1011.4667,1007.8736,DKI2,0,Hari Kerja,0,Tuesday,1,10,301,4,1,83.20121040000001,124.41632343633171,1781316.0,0.2252159663865546
2025-10-29,32.45,25.25,0.0,0,11.013882,11.3098955,21.8124,28.260416,73.833336,93.833336,1009.49884,23.4,11.3098955,87.0,52.0,100.0,53.0,12.959999,5.7359138,1.4399999,0.8049845,1011.4709,1007.07806,DKI2,0,Hari Kerja,0,Wednesday,2,10,302,4,0,0.0,150.58917428432164,1781316.0,0.2252159663865546
2025-10-30,33.1,26.35,6.3999996,5,11.720751,111.801476,18.522,28.535416,78.583336,99.666664,1009.2793,28.08,111.801476,92.0,53.0,100.0,92.0,12.884999,5.3335137,4.68,1.2979984,1010.97003,1006.7873,DKI2,0,Hari Kerja,0,Thursday,3,10,303,4,1,75.0128017116996,150.53460398721555,1781316.0,0.2252159663865546
2025-10-31,31.6,25.95,6.4,7,10.464798,135.0001,22.4496,28.341667,78.666664,89.333336,1010.12775,25.199999,135.0001,93.0,61.0,100.0,50.0,13.334999,5.567484,5.7599998,2.0991426,1011.86725,1007.8808,DKI2,0,Hari Kerja,0,Friday,4,10,304,4,1,66.9747072,134.37436291876443,1781316.0,0.2252159663865546
2025-11-01,32.45,25.25,8.6,9,13.910169,1.5074003,22.0032,28.222916,77.083336,71.625,1009.7818,28.08,1.5074003,91.0,59.0,100.0,3.0,15.165,6.4147334,6.8399997,2.4149535,1011.6668,1007.1822,DKI2,0,Hari Kerja,1,Saturday,5,11,305,4,1,119.6274534,182.2214270944916,1781316.0,0.19779180506993005
2025-11-02,31.7,25.7,4.2,6,13.661038,20.37652,23.2416,28.454168,77.958336,82.583336,1009.45795,29.88,20.37652,92.0,60.0,100.0,14.0,15.87,6.748119,6.12,2.9024127,1011.36774,1007.2796,DKI2,0,Hari Kerja,1,Sunday,6,11,306,4,1,57.3763596,176.89248029039638,1781316.0,0.19779180506993005
