tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical_parameter,target_kategori,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,washout_effect,ventilation_proxy,rainy_day,is_holiday_nasional,nama_libur,is_weekend,day_name,is_working_day,tahun,Total_Penduduk
2014-03-07,DKI3,28.0,,8.0,35.0,85.0,14.0,85.0,O3,SEDANG,29.6,22.6,6.3,15.0,13.2,329.0,20.0,25.5,89.0,79.0,1003.0,27.7,329.0,100.0,71.0,98.0,52.0,13.3,5.2,6.1,1.1,1004.7,1000.8,32.76,0.0051844466600199,1.0,0.0,,0.0,Friday,1,2014.0,2164070
2014-03-07,DKI4,58.0,,7.0,6.0,85.0,17.0,85.0,O3,SEDANG,29.6,22.9,6.5,16.0,14.2,314.0,21.03,25.8,88.0,79.0,1007.1,28.4,314.0,99.0,71.0,100.0,42.0,12.9,5.1,5.0,0.4,1008.8,1004.8,33.15,0.0050640452785224,1.0,0.0,,0.0,Friday,1,2014.0,2817994
2014-03-07,DKI5,80.0,,5.0,36.0,98.0,20.0,98.0,O3,SEDANG,29.1,23.5,6.3,15.0,13.2,329.0,20.0,26.0,86.0,79.0,1009.7,27.7,329.0,97.0,74.0,98.0,52.0,13.3,5.2,6.1,1.1,1011.4,1007.4,32.76,0.0051500445676933,1.0,0.0,,0.0,Friday,1,2014.0,2430410
2014-03-08,DKI1,72.0,,6.0,30.0,58.0,23.0,72.0,PM10,SEDANG,27.9,23.9,8.4,18.0,8.0,325.0,14.3,25.6,88.0,99.0,1010.8,22.7,325.0,96.0,78.0,100.0,94.0,11.9,4.5,6.5,1.0,1012.9,1008.2,37.8,0.0044519192718638,1.0,0.0,,1.0,Saturday,0,2014.0,910381
2014-03-08,DKI2,70.0,,8.0,24.0,68.0,17.0,70.0,PM10,SEDANG,27.9,23.9,11.5,17.0,9.2,316.0,14.32,25.6,87.0,99.0,1010.5,24.8,316.0,95.0,77.0,100.0,94.0,12.3,4.8,6.5,1.5,1012.7,1008.0,55.2,0.004750123701138,1.0,0.0,,1.0,Saturday,0,2014.0,1729444
2014-03-08,DKI3,33.0,,9.0,25.0,85.0,9.0,85.0,O3,SEDANG,28.3,23.2,8.4,18.0,8.0,325.0,14.3,25.1,90.0,99.0,1003.2,22.7,325.0,99.0,78.0,100.0,94.0,11.9,4.5,6.5,1.0,1005.3,1000.7,37.8,0.0044856459330143,1.0,0.0,,1.0,Saturday,0,2014.0,2164070
2014-03-08,DKI4,61.0,,10.0,15.0,85.0,11.0,85.0,O3,SEDANG,28.2,23.5,11.5,17.0,9.2,316.0,14.32,25.4,89.0,99.0,1007.3,24.8,316.0,98.0,77.0,100.0,94.0,12.3,4.8,6.5,1.5,1009.4,1004.8,55.2,0.0047652139382507,1.0,0.0,,1.0,Saturday,0,2014.0,2817994
2014-03-08,DKI5,79.0,,4.0,31.0,84.0,19.0,84.0,O3,SEDANG,27.9,23.8,8.4,18.0,8.0,325.0,14.3,25.5,88.0,99.0,1009.8,22.7,325.0,96.0,78.0,100.0,94.0,11.9,4.5,6.5,1.0,1012.0,1007.3,37.8,0.0044563279857397,1.0,0.0,,1.0,Saturday,0,2014.0,2430410
2014-03-09,DKI1,78.0,,5.0,45.0,60.0,16.0,78.0,PM10,SEDANG,29.1,23.4,14.0,12.0,12.3,316.0,20.56,25.7,87.0,97.0,1010.4,26.6,316.0,97.0,75.0,100.0,79.0,13.6,5.2,4.7,1.0,1012.4,1007.8,72.8,0.0051464766429136,1.0,0.0,,1.0,Sunday,0,2014.0,910381
2014-03-09,DKI2,66.0,,5.0,46.0,70.0,17.0,70.0,O3,SEDANG,29.0,23.3,20.5,12.0,13.1,307.0,20.94,25.7,87.0,98.0,1010.2,27.7,307.0,97.0,75.0,100.0,90.0,14.7,5.9,6.1,1.1,1012.2,1007.9,120.95,0.0058404276380914,1.0,0.0,,1.0,Sunday,0,2014.0,1729444
2014-03-09,DKI3,21.0,,7.0,63.0,52.0,8.0,63.0,CO,SEDANG,29.4,22.6,14.0,12.0,12.3,316.0,20.56,25.3,88.0,97.0,1002.8,26.6,316.0,100.0,73.0,100.0,79.0,13.6,5.2,4.7,1.0,1004.8,1000.3,72.8,0.0051854806541683,1.0,0.0,,1.0,Sunday,0,2014.0,2164070
2014-03-09,DKI4,73.0,,6.0,29.0,70.0,10.0,73.0,PM10,SEDANG,29.4,22.9,20.5,12.0,13.1,307.0,20.94,25.6,88.0,98.0,1007.0,27.7,307.0,99.0,74.0,100.0,90.0,14.7,5.9,6.1,1.1,1009.0,1004.7,120.95,0.0058589870903674,1.0,0.0,,1.0,Sunday,0,2014.0,2817994
2014-03-09,DKI5,89.0,,4.0,39.0,65.0,8.0,89.0,PM10,SEDANG,29.0,23.3,14.0,12.0,12.3,316.0,20.56,25.6,87.0,97.0,1009.5,26.6,316.0,97.0,75.0,100.0,79.0,13.6,5.2,4.7,1.0,1011.5,1006.9,72.8,0.0051510648836057,1.0,0.0,,1.0,Sunday,0,2014.0,2430410
2014-03-10,DKI1,68.0,,3.0,40.0,63.0,22.0,68.0,PM10,SEDANG,28.0,23.8,6.6,15.0,8.4,318.0,17.46,25.6,88.0,99.0,1010.8,25.2,318.0,95.0,77.0,100.0,95.0,12.7,3.7,6.5,0.4,1013.3,1008.7,24.42,0.0036604669568658,1.0,0.0,,0.0,Monday,1,2014.0,910381
2014-03-10,DKI2,53.0,,2.0,21.0,69.0,23.0,69.0,O3,SEDANG,28.0,23.8,7.8,17.0,11.5,296.0,17.42,25.7,87.0,99.0,1010.6,26.3,296.0,94.0,77.0,100.0,95.0,13.0,4.6,5.4,2.2,1013.1,1008.6,35.879999999999995,0.0045517514347912,1.0,0.0,,0.0,Monday,1,2014.0,1729444
2014-03-10,DKI3,22.0,,8.0,31.0,55.0,7.0,55.0,O3,SEDANG,28.3,22.9,6.6,15.0,8.4,318.0,17.46,25.1,90.0,99.0,1003.2,25.2,318.0,97.0,75.0,100.0,95.0,12.7,3.7,6.5,0.4,1005.7,1001.2,24.42,0.0036881977671451,1.0,0.0,,0.0,Monday,1,2014.0,2164070
2014-03-10,DKI4,72.0,,6.0,11.0,73.0,13.0,73.0,O3,SEDANG,28.4,23.4,7.8,17.0,11.5,296.0,17.42,25.4,89.0,99.0,1007.3,26.3,296.0,96.0,75.0,100.0,95.0,13.0,4.6,5.4,2.2,1009.9,1005.4,35.879999999999995,0.0045666633574903,1.0,0.0,,0.0,Monday,1,2014.0,2817994
2014-03-10,DKI5,82.0,,3.0,24.0,76.0,10.0,82.0,PM10,SEDANG,27.9,23.7,6.6,15.0,8.4,318.0,17.46,25.6,88.0,99.0,1009.9,25.2,318.0,95.0,77.0,100.0,95.0,12.7,3.7,6.5,0.4,1012.4,1007.8,24.42,0.0036637290820873,1.0,0.0,,0.0,Monday,1,2014.0,2430410
2014-03-11,DKI1,83.0,,5.0,49.0,50.0,21.0,83.0,PM10,SEDANG,28.2,23.4,5.1,17.0,12.1,339.0,18.01,25.8,86.0,93.0,1010.8,24.1,339.0,95.0,75.0,100.0,71.0,12.4,4.7,6.8,0.4,1012.8,1008.4,23.97,0.0046497823506133,1.0,0.0,,0.0,Tuesday,1,2014.0,910381
2014-03-11,DKI2,84.0,,8.0,53.0,46.0,21.0,84.0,PM10,SEDANG,28.1,23.5,9.8,18.0,12.1,320.0,18.35,25.8,86.0,93.0,1010.6,25.9,320.0,95.0,76.0,100.0,79.0,13.2,5.2,6.5,1.1,1012.6,1008.2,50.96000000000001,0.005145458143677,1.0,0.0,,0.0,Tuesday,1,2014.0,1729444
2014-03-11,DKI3,33.0,,8.0,46.0,53.0,16.0,53.0,O3,SEDANG,28.4,22.4,5.1,17.0,12.1,339.0,18.01,25.2,88.0,93.0,1003.2,24.1,339.0,98.0,77.0,100.0,71.0,12.4,4.7,6.8,0.4,1005.2,1000.9,23.97,0.0046850079744816,1.0,0.0,,0.0,Tuesday,1,2014.0,2164070
2014-03-11,DKI4,95.0,,7.0,14.0,59.0,17.0,95.0,PM10,SEDANG,28.4,22.8,9.8,18.0,12.1,320.0,18.35,25.6,87.0,93.0,1007.4,25.9,320.0,98.0,75.0,100.0,79.0,13.2,5.2,6.5,1.1,1009.4,1005.0,50.96000000000001,0.0051618026603136,1.0,0.0,,0.0,Tuesday,1,2014.0,2817994
2014-03-11,DKI5,92.0,,3.0,56.0,62.0,21.0,92.0,PM10,SEDANG,28.1,23.4,5.1,17.0,12.1,339.0,18.01,25.8,86.0,93.0,1009.9,24.1,339.0,95.0,75.0,100.0,71.0,12.4,4.7,6.8,0.4,1011.9,1007.5,23.97,0.0046539261313001,1.0,0.0,,0.0,Tuesday,1,2014.0,2430410
2014-03-12,DKI1,61.0,,6.0,51.0,47.0,20.0,61.0,PM10,SEDANG,28.5,23.3,1.3,9.0,10.7,283.0,18.63,25.8,85.0,97.0,1010.3,22.7,283.0,96.0,72.0,100.0,91.0,12.3,5.0,5.8,0.4,1012.2,1007.8,6.5,0.0049490250420667,1.0,0.0,,0.0,Wednesday,1,2014.0,910381
2014-03-12,DKI2,59.0,,6.0,40.0,56.0,16.0,59.0,PM10,SEDANG,28.3,23.3,6.2,9.0,13.3,279.0,18.9,25.8,84.0,95.0,1010.1,29.2,279.0,96.0,71.0,100.0,76.0,14.1,6.2,6.8,2.1,1012.0,1007.7,38.440000000000005,0.0061380061380061,1.0,0.0,,0.0,Wednesday,1,2014.0,1729444
2014-03-12,DKI3,33.0,,8.0,50.0,44.0,7.0,50.0,CO,BAIK,28.4,22.1,1.3,9.0,10.7,283.0,18.63,25.2,87.0,97.0,1002.7,22.7,283.0,98.0,74.0,100.0,91.0,12.3,5.0,5.8,0.4,1004.7,1000.3,6.5,0.00498653635185,1.0,0.0,,0.0,Wednesday,1,2014.0,2164070
2014-03-12,DKI4,62.0,,6.0,9.0,62.0,9.0,62.0,PM10,SEDANG,28.4,22.7,6.2,9.0,13.3,279.0,18.9,25.5,86.0,95.0,1006.8,29.2,279.0,97.0,72.0,100.0,76.0,14.1,6.2,6.8,2.1,1008.8,1004.5,38.440000000000005,0.0061581247516885,1.0,0.0,,0.0,Wednesday,1,2014.0,2817994
2014-03-12,DKI5,69.0,,2.0,59.0,66.0,9.0,69.0,PM10,SEDANG,28.5,23.2,1.3,9.0,10.7,283.0,18.63,25.8,85.0,97.0,1009.4,22.7,283.0,96.0,72.0,100.0,91.0,12.3,5.0,5.8,0.4,1011.3,1006.9,6.5,0.0049534376857539,1.0,0.0,,0.0,Wednesday,1,2014.0,2430410
2014-03-13,DKI1,85.0,,7.0,62.0,60.0,26.0,85.0,PM10,SEDANG,28.6,23.6,11.3,17.0,12.2,286.0,17.75,25.5,87.0,93.0,1009.8,24.1,286.0,96.0,77.0,100.0,52.0,13.5,5.4,7.9,0.8,1011.6,1007.1,61.02000000000001,0.0053475935828877,1.0,0.0,,0.0,Thursday,1,2014.0,910381
2014-03-13,DKI2,64.0,,4.0,34.0,59.0,22.0,64.0,PM10,SEDANG,28.3,23.6,13.1,17.0,10.8,287.0,18.01,25.5,87.0,94.0,1009.5,26.3,287.0,95.0,78.0,100.0,52.0,14.3,6.0,6.5,1.5,1011.4,1007.0,78.6,0.0059435364041604,1.0,0.0,,0.0,Thursday,1,2014.0,1729444
2014-03-13,DKI3,43.0,,10.0,70.0,66.0,12.0,70.0,CO,SEDANG,28.8,22.3,11.3,17.0,12.2,286.0,17.75,24.9,90.0,93.0,1002.2,24.1,286.0,99.0,76.0,100.0,52.0,13.5,5.4,7.9,0.8,1004.0,999.6,61.02000000000001,0.005388146078627,1.0,0.0,,0.0,Thursday,1,2014.0,2164070
2014-03-13,DKI4,89.0,,8.0,11.0,96.0,24.0,96.0,O3,SEDANG,28.8,23.0,13.1,17.0,10.8,287.0,18.01,25.2,89.0,94.0,1006.3,26.3,287.0,97.0,78.0,100.0,52.0,14.3,6.0,6.5,1.5,1008.1,1003.8,78.6,0.0059624366491106,1.0,0.0,,0.0,Thursday,1,2014.0,2817994
2014-03-13,DKI5,86.0,,4.0,54.0,60.0,13.0,86.0,PM10,SEDANG,28.5,23.6,11.3,17.0,12.2,286.0,17.75,25.5,87.0,93.0,1008.8,24.1,286.0,96.0,77.0,100.0,52.0,13.5,5.4,7.9,0.8,1010.7,1006.2,61.02000000000001,0.0053528945281522,1.0,0.0,,0.0,Thursday,1,2014.0,2430410
2014-03-14,DKI1,69.0,,7.0,36.0,63.0,22.0,69.0,PM10,SEDANG,28.2,23.3,1.2,7.0,7.0,323.0,16.43,25.8,86.0,89.0,1010.4,21.6,323.0,96.0,76.0,100.0,54.0,12.2,3.5,4.0,0.7,1012.9,1008.3,4.2,0.0034639746634996,1.0,0.0,,0.0,Friday,1,2014.0,910381
2014-03-14,DKI2,57.0,,4.0,22.0,67.0,18.0,67.0,O3,SEDANG,28.2,23.4,2.1,11.0,8.9,314.0,16.68,25.9,86.0,89.0,1010.2,23.4,314.0,95.0,76.0,100.0,53.0,13.2,4.2,5.8,0.8,1012.8,1008.1,8.82,0.0041575925559295,1.0,0.0,,0.0,Friday,1,2014.0,1729444
2014-03-14,DKI3,26.0,,8.0,34.0,99.0,11.0,99.0,O3,SEDANG,28.3,22.0,1.2,7.0,7.0,323.0,16.43,25.3,88.0,89.0,1002.8,21.6,323.0,99.0,78.0,100.0,54.0,12.2,3.5,4.0,0.7,1005.3,1000.8,4.2,0.0034902273633825,1.0,0.0,,0.0,Friday,1,2014.0,2164070
2014-03-14,DKI4,63.0,,9.0,8.0,85.0,16.0,85.0,O3,SEDANG,28.3,22.6,2.1,11.0,8.9,314.0,16.68,25.7,87.0,89.0,1007.0,23.4,314.0,98.0,76.0,100.0,53.0,13.2,4.2,5.8,0.8,1009.6,1004.9,8.82,0.0041708043694141,1.0,0.0,,0.0,Friday,1,2014.0,2817994
2014-03-14,DKI5,75.0,,4.0,31.0,83.0,18.0,83.0,O3,SEDANG,28.2,23.2,1.2,7.0,7.0,323.0,16.43,25.8,86.0,89.0,1009.5,21.6,323.0,96.0,76.0,100.0,54.0,12.2,3.5,4.0,0.7,1012.0,1007.4,4.2,0.0034670629024269,1.0,0.0,,0.0,Friday,1,2014.0,2430410
2014-03-15,DKI1,86.0,,12.0,67.0,63.0,27.0,86.0,PM10,SEDANG,29.1,23.1,3.4,9.0,12.6,45.0,20.2,25.8,88.0,76.0,1010.3,24.8,45.0,100.0,77.0,100.0,35.0,13.2,5.7,5.4,0.7,1011.8,1008.3,19.38,0.005641888547956,1.0,0.0,,1.0,Saturday,0,2014.0,910381
2014-03-15,DKI2,76.0,,8.0,49.0,68.0,23.0,76.0,PM10,SEDANG,29.0,23.2,6.1,7.0,13.8,8.0,20.84,25.8,88.0,76.0,1010.1,27.7,8.0,99.0,76.0,100.0,20.0,13.0,5.6,5.4,0.5,1011.6,1008.2,34.16,0.0055440055440055,1.0,0.0,,1.0,Saturday,0,2014.0,1729444
2014-03-15,DKI3,37.0,,8.0,51.0,138.0,12.0,138.0,O3,TIDAK SEHAT,29.4,21.9,3.4,9.0,12.6,45.0,20.2,25.0,90.0,76.0,1002.7,24.8,45.0,99.0,77.0,100.0,35.0,13.2,5.7,5.4,0.7,1004.2,1000.8,19.38,0.005684651441109,1.0,0.0,,1.0,Saturday,0,2014.0,2164070
2014-03-15,DKI4,81.0,,8.0,20.0,108.0,12.0,108.0,O3,TIDAK SEHAT,29.4,22.2,6.1,7.0,13.8,8.0,20.84,25.3,89.0,76.0,1006.9,27.7,8.0,99.0,77.0,100.0,20.0,13.0,5.6,5.4,0.5,1008.4,1005.0,34.16,0.0055616247889562,1.0,0.0,,1.0,Saturday,0,2014.0,2817994
2014-03-15,DKI5,111.0,,3.0,69.0,90.0,23.0,111.0,PM10,TIDAK SEHAT,29.0,23.1,3.4,9.0,12.6,45.0,20.2,25.7,88.0,76.0,1009.4,24.8,45.0,100.0,77.0,100.0,35.0,13.2,5.7,5.4,0.7,1010.9,1007.4,19.38,0.0056469189617594,1.0,0.0,,1.0,Saturday,0,2014.0,2430410
2014-03-16,DKI1,80.0,,4.0,50.0,58.0,14.0,80.0,PM10,SEDANG,29.6,23.0,2.3,8.0,8.5,160.0,22.43,26.3,87.0,97.0,1010.8,22.0,160.0,99.0,74.0,100.0,93.0,11.7,4.3,4.7,1.4,1013.2,1008.2,9.89,0.0042540561931143,1.0,0.0,,1.0,Sunday,0,2014.0,910381
2014-03-16,DKI2,76.0,,8.0,45.0,61.0,14.0,76.0,PM10,SEDANG,29.5,23.1,3.2,7.0,8.7,333.0,23.15,26.3,86.0,97.0,1010.6,22.7,333.0,98.0,73.0,100.0,91.0,12.0,4.1,3.6,1.0,1013.0,1008.1,13.12,0.004056995844053,1.0,0.0,,1.0,Sunday,0,2014.0,1729444
2014-03-16,DKI3,30.0,,8.0,49.0,78.0,10.0,78.0,O3,SEDANG,29.9,21.7,2.3,8.0,8.5,160.0,22.43,25.7,87.0,97.0,1003.2,22.0,160.0,98.0,70.0,100.0,93.0,11.7,4.3,4.7,1.4,1005.7,1000.7,9.89,0.004286283891547,1.0,0.0,,1.0,Sunday,0,2014.0,2164070
2014-03-16,DKI4,97.0,,8.0,16.0,76.0,13.0,97.0,PM10,SEDANG,30.0,22.1,3.2,7.0,8.7,333.0,23.15,26.0,86.0,97.0,1007.4,22.7,333.0,98.0,70.0,100.0,91.0,12.0,4.1,3.6,1.0,1009.8,1004.9,13.12,0.0040698828667857,1.0,0.0,,1.0,Sunday,0,2014.0,2817994
2014-03-16,DKI5,97.0,,3.0,48.0,59.0,12.0,97.0,PM10,SEDANG,29.5,22.9,2.3,8.0,8.5,160.0,22.43,26.2,87.0,97.0,1009.9,22.0,160.0,99.0,74.0,100.0,93.0,11.7,4.3,4.7,1.4,1012.3,1007.3,9.89,0.004257847311615,1.0,0.0,,1.0,Sunday,0,2014.0,2430410
2014-03-17,DKI1,80.0,,4.0,45.0,84.0,26.0,84.0,O3,SEDANG,29.2,24.1,22.4,18.0,14.2,349.0,18.11,26.2,88.0,97.0,1010.7,27.0,349.0,97.0,77.0,100.0,85.0,12.1,4.5,6.5,0.8,1012.3,1008.5,100.8,0.0044523597506678,1.0,0.0,,0.0,Monday,1,2014.0,910381
2014-03-17,DKI2,75.0,,10.0,36.0,102.0,24.0,102.0,O3,TIDAK SEHAT,29.1,24.2,26.3,18.0,13.3,317.0,18.45,26.2,88.0,98.0,1010.5,25.2,317.0,96.0,77.0,100.0,87.0,11.7,4.4,5.0,0.8,1012.1,1008.3,115.72,0.0043542800593765,1.0,0.0,,0.0,Monday,1,2014.0,1729444
2014-03-17,DKI3,24.0,,8.0,27.0,92.0,8.0,92.0,O3,SEDANG,29.4,22.5,22.4,18.0,14.2,349.0,18.11,25.5,91.0,97.0,1003.1,27.0,349.0,99.0,75.0,100.0,85.0,12.1,4.5,6.5,0.8,1004.7,1001.0,100.8,0.0044860931113548,1.0,0.0,,0.0,Monday,1,2014.0,2164070
2014-03-17,DKI4,77.0,,7.0,20.0,146.0,17.0,146.0,O3,TIDAK SEHAT,29.4,23.0,26.3,18.0,13.3,317.0,18.45,25.8,90.0,98.0,1007.3,25.2,317.0,98.0,75.0,100.0,87.0,11.7,4.4,5.0,0.8,1008.8,1005.1,115.72,0.0043681127767298,1.0,0.0,,0.0,Monday,1,2014.0,2817994
2014-03-17,DKI5,87.0,,3.0,32.0,108.0,11.0,108.0,O3,TIDAK SEHAT,29.2,24.1,22.4,18.0,14.2,349.0,18.11,26.1,88.0,97.0,1009.7,27.0,349.0,97.0,77.0,100.0,85.0,12.1,4.5,6.5,0.8,1011.4,1007.6,100.8,0.0044567693374269,1.0,0.0,,0.0,Monday,1,2014.0,2430410
2014-03-18,DKI1,77.0,,7.0,52.0,71.0,22.0,77.0,PM10,SEDANG,29.2,23.5,16.7,15.0,10.2,245.0,21.25,26.1,87.0,75.0,1010.9,25.9,245.0,96.0,75.0,100.0,33.0,12.8,5.4,6.5,1.9,1012.3,1008.1,90.18,0.0053417746562469,1.0,0.0,,0.0,Tuesday,1,2014.0,910381
2014-03-18,DKI2,77.0,,10.0,41.0,68.0,27.0,77.0,PM10,SEDANG,29.3,23.5,18.9,17.0,10.9,264.0,21.48,26.1,87.0,75.0,1010.7,26.3,264.0,96.0,74.0,100.0,31.0,13.1,5.2,7.2,0.8,1012.2,1008.1,98.28,0.0051449490452161,1.0,0.0,,0.0,Tuesday,1,2014.0,1729444
2014-03-18,DKI3,28.0,,8.0,42.0,90.0,10.0,90.0,O3,SEDANG,29.1,22.5,16.7,15.0,10.2,245.0,21.25,25.6,89.0,75.0,1003.3,25.9,245.0,99.0,76.0,100.0,33.0,12.8,5.4,6.5,1.9,1004.8,1000.6,90.18,0.0053822386125784,1.0,0.0,,0.0,Tuesday,1,2014.0,2164070
2014-03-18,DKI4,68.0,,8.0,14.0,126.0,19.0,126.0,O3,TIDAK SEHAT,29.5,22.7,18.9,17.0,10.9,264.0,21.48,25.8,88.0,75.0,1007.5,26.3,264.0,98.0,74.0,100.0,31.0,13.1,5.2,7.2,0.8,1009.0,1004.9,98.28,0.0051612903225806,1.0,0.0,,0.0,Tuesday,1,2014.0,2817994
2014-03-18,DKI5,77.0,,3.0,51.0,83.0,15.0,83.0,O3,SEDANG,29.2,23.4,16.7,15.0,10.2,245.0,21.25,26.0,87.0,75.0,1009.9,25.9,245.0,96.0,75.0,100.0,33.0,12.8,5.4,6.5,1.9,1011.4,1007.2,90.18,0.005347064065749,1.0,0.0,,0.0,Tuesday,1,2014.0,2430410
2014-03-19,DKI1,66.0,,10.0,36.0,70.0,18.0,70.0,O3,SEDANG,30.0,22.8,8.8,5.0,12.0,258.0,21.07,26.1,86.0,83.0,1009.9,23.8,258.0,99.0,70.0,99.0,45.0,11.5,5.2,4.3,2.3,1011.8,1007.4,45.760000000000005,0.0051490246559065,1.0,0.0,,0.0,Wednesday,1,2014.0,910381
2014-03-19,DKI2,86.0,,9.0,27.0,76.0,25.0,86.0,PM10,SEDANG,29.9,22.9,11.1,6.0,12.9,268.0,21.77,26.0,87.0,82.0,1009.7,24.8,268.0,98.0,70.0,99.0,49.0,11.9,5.4,3.6,1.8,1011.6,1007.2,59.940000000000005,0.0053481232049123,1.0,0.0,,0.0,Wednesday,1,2014.0,1729444
2014-03-19,DKI3,23.0,,9.0,31.0,66.0,14.0,66.0,O3,SEDANG,30.4,21.8,8.8,5.0,12.0,258.0,21.07,25.5,88.0,83.0,1002.3,23.8,258.0,100.0,68.0,99.0,45.0,11.5,5.2,4.3,2.3,1004.2,999.9,45.760000000000005,0.0051880674448767,1.0,0.0,,0.0,Wednesday,1,2014.0,2164070
2014-03-19,DKI4,57.0,,10.0,16.0,88.0,11.0,88.0,O3,SEDANG,30.2,22.1,11.1,6.0,12.9,268.0,21.77,25.7,88.0,82.0,1006.5,24.8,268.0,99.0,69.0,99.0,49.0,11.9,5.4,3.6,1.8,1008.3,1004.0,59.940000000000005,0.005365126676602,1.0,0.0,,0.0,Wednesday,1,2014.0,2817994
2014-03-19,DKI5,76.0,,6.0,30.0,98.0,17.0,98.0,O3,SEDANG,29.9,22.8,8.8,5.0,12.0,258.0,21.07,26.0,86.0,83.0,1009.0,23.8,258.0,99.0,70.0,99.0,45.0,11.5,5.2,4.3,2.3,1010.9,1006.5,45.760000000000005,0.0051536174430128,1.0,0.0,,0.0,Wednesday,1,2014.0,2430410
2014-03-20,DKI1,80.0,,11.0,48.0,107.0,27.0,107.0,O3,TIDAK SEHAT,30.3,23.7,5.3,9.0,12.8,247.0,23.45,26.4,86.0,83.0,1008.7,25.6,247.0,97.0,68.0,100.0,38.0,13.8,5.1,7.9,1.3,1010.7,1005.6,27.03,0.0050560126896004,1.0,0.0,,0.0,Thursday,1,2014.0,910381
2014-03-20,DKI2,94.0,,17.0,37.0,141.0,23.0,141.0,O3,TIDAK SEHAT,30.2,23.7,11.2,11.0,13.2,246.0,23.46,26.3,86.0,85.0,1008.5,27.0,246.0,97.0,68.0,100.0,43.0,14.1,5.0,8.6,1.5,1010.6,1005.4,56.0,0.0049578582052553,1.0,0.0,,0.0,Thursday,1,2014.0,1729444
2014-03-20,DKI3,17.0,,8.0,40.0,146.0,8.0,146.0,O3,TIDAK SEHAT,30.8,22.6,5.3,9.0,12.8,247.0,23.45,25.9,87.0,83.0,1001.1,25.6,247.0,99.0,65.0,100.0,38.0,13.8,5.1,7.9,1.3,1003.1,998.2,27.03,0.0050943961642193,1.0,0.0,,0.0,Thursday,1,2014.0,2164070
2014-03-20,DKI4,59.0,,,21.0,142.0,12.0,142.0,O3,TIDAK SEHAT,30.6,22.8,11.2,11.0,13.2,246.0,23.46,26.0,87.0,85.0,1005.3,27.0,246.0,98.0,66.0,100.0,43.0,14.1,5.0,8.6,1.5,1007.4,1002.2,56.0,0.0049736397095394,1.0,0.0,,0.0,Thursday,1,2014.0,2817994
2014-03-20,DKI5,86.0,,5.0,37.0,195.0,17.0,195.0,O3,TIDAK SEHAT,30.3,23.7,5.3,9.0,12.8,247.0,23.45,26.3,86.0,83.0,1007.8,25.6,247.0,97.0,68.0,100.0,38.0,13.8,5.1,7.9,1.3,1009.8,1004.7,27.03,0.0050605278825163,1.0,0.0,,0.0,Thursday,1,2014.0,2430410
2014-03-21,DKI1,58.0,,7.0,40.0,63.0,15.0,63.0,O3,SEDANG,27.6,23.9,13.6,15.0,18.4,267.0,13.77,25.5,89.0,98.0,1007.3,33.8,267.0,96.0,80.0,100.0,96.0,17.7,9.4,5.8,2.4,1009.1,1005.6,127.84,0.009331877295741,1.0,0.0,,0.0,Friday,1,2014.0,910381
2014-03-21,DKI2,51.0,,6.0,24.0,65.0,19.0,65.0,O3,SEDANG,27.4,23.9,17.1,15.0,19.7,278.0,13.64,25.5,89.0,99.0,1007.1,35.3,278.0,96.0,80.0,100.0,95.0,18.5,9.7,6.8,2.6,1008.9,1005.3,165.87,0.0096316155297388,1.0,0.0,,0.0,Friday,1,2014.0,1729444
2014-03-21,DKI4,56.0,,,23.0,78.0,14.0,78.0,O3,SEDANG,27.8,23.1,17.1,15.0,19.7,278.0,13.64,25.2,90.0,99.0,1003.8,35.3,278.0,99.0,80.0,100.0,95.0,18.5,9.7,6.8,2.6,1005.7,1002.1,165.87,0.0096632795377565,1.0,0.0,,0.0,Friday,1,2014.0,2817994
2014-03-21,DKI5,64.0,,6.0,18.0,88.0,7.0,88.0,O3,SEDANG,27.6,23.8,13.6,15.0,18.4,267.0,13.77,25.5,89.0,98.0,1006.4,33.8,267.0,96.0,80.0,100.0,96.0,17.7,9.4,5.8,2.4,1008.2,1004.7,127.84,0.0093402225755166,1.0,0.0,,0.0,Friday,1,2014.0,2430410
2014-03-22,DKI1,51.0,,7.0,29.0,42.0,14.0,51.0,PM10,SEDANG,28.2,24.1,13.7,23.0,10.8,324.0,16.06,25.6,88.0,93.0,1007.8,30.6,324.0,95.0,79.0,99.0,71.0,17.9,7.2,8.6,0.4,1009.9,1005.6,98.64,0.0071442746576701,1.0,0.0,,1.0,Saturday,0,2014.0,910381
