tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical_parameter,target_kategori,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,washout_effect,ventilation_proxy,rainy_day,is_holiday_nasional,nama_libur,is_weekend,day_name,is_working_day,tahun,Total_Penduduk,ndvi
2016-01-20,DKI5,43.0,,13.0,,39.0,9.0,43.0,PM10,BAIK,30.0,24.3,14.7,15.0,12.3,263.0,14.47,26.3,87.0,100.0,1009.9,25.9,263.0,94.0,71.0,100.0,98.0,14.1,6.7,4.7,0.8,1011.6,1006.9,98.49,0.0066343202297257,1.0,0.0,,0.0,Wednesday,1,2016.0,2496002.0,0.50025
2016-01-21,DKI1,66.0,,48.0,31.0,53.0,3.0,66.0,PM10,SEDANG,29.4,24.2,4.1,11.0,12.8,286.0,17.43,26.7,86.0,90.0,1010.2,26.3,286.0,98.0,73.0,100.0,51.0,12.6,5.6,5.4,1.1,1012.2,1008.3,22.96,0.0055434567412393,1.0,0.0,,0.0,Thursday,1,2016.0,917754.0,0.1567
2016-01-21,DKI2,54.0,,,23.0,39.0,14.0,54.0,PM10,SEDANG,29.4,24.2,7.5,11.0,11.9,284.0,17.31,26.7,86.0,91.0,1010.0,27.0,284.0,98.0,74.0,100.0,41.0,13.2,5.9,4.7,0.4,1012.0,1008.1,44.25,0.0058415841584158,1.0,0.0,,0.0,Thursday,1,2016.0,1764614.0,0.133125
2016-01-21,DKI3,54.0,,16.0,35.0,73.0,8.0,73.0,O3,SEDANG,29.8,23.2,4.1,11.0,12.8,286.0,17.43,26.0,89.0,90.0,1002.6,26.3,286.0,100.0,71.0,100.0,51.0,12.6,5.6,5.4,1.1,1004.6,1000.8,22.96,0.0055854777578296,1.0,0.0,,0.0,Thursday,1,2016.0,2206732.0,0.6198750000000001
2016-01-21,DKI4,59.0,,37.0,15.0,,11.0,59.0,PM10,SEDANG,29.7,23.6,7.5,11.0,11.9,284.0,17.31,26.3,88.0,91.0,1006.8,27.0,284.0,99.0,72.0,100.0,41.0,13.2,5.9,4.7,0.4,1008.8,1004.9,44.25,0.005860150973381,1.0,0.0,,0.0,Thursday,1,2016.0,2868910.0,0.241825
2016-01-21,DKI5,44.0,,13.0,20.0,26.0,13.0,44.0,PM10,BAIK,29.4,24.1,4.1,11.0,12.8,286.0,17.43,26.6,86.0,90.0,1009.3,26.3,286.0,98.0,73.0,100.0,51.0,12.6,5.6,5.4,1.1,1011.3,1007.4,22.96,0.0055483998811057,1.0,0.0,,0.0,Thursday,1,2016.0,2496002.0,0.4869
2016-01-22,DKI1,65.0,,41.0,31.0,45.0,2.0,65.0,PM10,SEDANG,29.6,24.8,11.5,13.0,11.7,333.0,17.79,26.8,85.0,78.0,1009.8,21.2,333.0,96.0,74.0,99.0,32.0,14.3,5.2,5.8,0.4,1011.9,1007.3,59.8,0.0051495345612992,1.0,0.0,,0.0,Friday,1,2016.0,917754.0,0.1608
2016-01-22,DKI2,60.0,,2.0,37.0,32.0,15.0,60.0,PM10,SEDANG,29.4,24.8,10.1,15.0,11.8,319.0,17.66,26.8,85.0,78.0,1009.6,22.7,319.0,95.0,74.0,99.0,30.0,14.2,5.3,5.4,0.4,1011.7,1007.4,53.53,0.0052496038034865,1.0,0.0,,0.0,Friday,1,2016.0,1764614.0,0.14163125
2016-01-22,DKI3,,,,59.0,52.0,9.0,59.0,CO,SEDANG,30.0,23.4,11.5,13.0,11.7,333.0,17.79,26.1,89.0,78.0,1002.2,21.2,333.0,99.0,73.0,99.0,32.0,14.3,5.2,5.8,0.4,1004.3,999.8,59.8,0.0051885851127519,1.0,0.0,,0.0,Friday,1,2016.0,2206732.0,0.60931875
2016-01-22,DKI4,79.0,,36.0,15.0,,13.0,79.0,PM10,SEDANG,29.9,23.9,10.1,15.0,11.8,319.0,17.66,26.4,88.0,78.0,1006.4,22.7,319.0,98.0,73.0,99.0,30.0,14.2,5.3,5.4,0.4,1008.4,1004.2,53.53,0.0052662957074721,1.0,0.0,,0.0,Friday,1,2016.0,2868910.0,0.23675625
2016-01-22,DKI5,34.0,,11.0,,22.0,8.0,34.0,PM10,BAIK,29.6,24.7,11.5,13.0,11.7,333.0,17.79,26.7,85.0,78.0,1008.9,21.2,333.0,96.0,74.0,99.0,32.0,14.3,5.2,5.8,0.4,1011.0,1006.4,59.8,0.0051541282584993,1.0,0.0,,0.0,Friday,1,2016.0,2496002.0,0.47355
2016-01-23,DKI1,43.0,,40.0,25.0,51.0,3.0,51.0,O3,SEDANG,27.2,23.9,38.1,24.0,11.6,339.0,9.42,25.1,92.0,100.0,1011.0,32.4,339.0,96.0,83.0,100.0,97.0,23.9,5.1,11.9,0.7,1012.6,1008.9,194.31,0.0050445103857566,1.0,0.0,,1.0,Saturday,0,2016.0,917754.0,0.1649
2016-01-23,DKI2,49.0,,4.0,23.0,40.0,14.0,49.0,PM10,BAIK,27.1,24.0,40.2,24.0,10.9,309.0,8.76,25.1,92.0,100.0,1010.9,31.3,309.0,97.0,84.0,100.0,98.0,23.8,5.6,14.0,1.9,1012.5,1008.8,225.12,0.0055396181620338,1.0,0.0,,1.0,Saturday,0,2016.0,1764614.0,0.15013749999999998
2016-01-23,DKI3,52.0,,,37.0,46.0,10.0,52.0,PM10,SEDANG,27.0,23.5,38.1,24.0,11.6,339.0,9.42,24.6,94.0,100.0,1003.4,32.4,339.0,99.0,86.0,100.0,97.0,23.9,5.1,11.9,0.7,1005.0,1001.4,194.31,0.0050827187562288,1.0,0.0,,1.0,Saturday,0,2016.0,2206732.0,0.5987625
2016-01-23,DKI4,55.0,,37.0,17.0,,9.0,55.0,PM10,SEDANG,27.1,23.8,40.2,24.0,10.9,309.0,8.76,24.9,94.0,100.0,1007.6,31.3,309.0,99.0,84.0,100.0,98.0,23.8,5.6,14.0,1.9,1009.2,1005.6,225.12,0.0055577610162762,1.0,0.0,,1.0,Saturday,0,2016.0,2868910.0,0.2316875
2016-01-23,DKI5,4.0,,11.0,,,12.0,12.0,NO2,BAIK,27.2,23.9,38.1,24.0,11.6,339.0,9.42,25.1,92.0,100.0,1010.1,32.4,339.0,96.0,83.0,100.0,97.0,23.9,5.1,11.9,0.7,1011.7,1008.0,194.31,0.005049005049005,1.0,0.0,,1.0,Saturday,0,2016.0,2496002.0,0.4602
2016-01-24,DKI1,55.0,,41.0,38.0,48.0,2.0,55.0,PM10,SEDANG,28.6,24.2,7.1,19.0,11.6,22.0,15.4,25.9,89.0,97.0,1011.9,32.0,22.0,96.0,76.0,100.0,79.0,19.6,5.2,9.0,1.0,1014.3,1010.1,36.92,0.0051388477122245,1.0,0.0,,1.0,Sunday,0,2016.0,917754.0,0.169
2016-01-24,DKI2,45.0,,1.0,42.0,38.0,14.0,45.0,PM10,BAIK,28.5,24.1,7.7,19.0,10.8,329.0,15.01,25.9,89.0,98.0,1011.7,32.8,329.0,96.0,76.0,100.0,91.0,20.2,4.9,6.5,0.0,1014.1,1010.1,37.73,0.0048433330038548,1.0,0.0,,1.0,Sunday,0,2016.0,1764614.0,0.15864375
2016-01-24,DKI3,,,,40.0,44.0,4.0,44.0,O3,BAIK,28.7,23.2,7.1,19.0,11.6,22.0,15.4,25.4,89.0,97.0,1004.3,32.0,22.0,99.0,76.0,100.0,79.0,19.6,5.2,9.0,1.0,1006.7,1002.5,36.92,0.0051777357363337,1.0,0.0,,1.0,Sunday,0,2016.0,2206732.0,0.58820625
2016-01-24,DKI4,53.0,,36.0,15.0,,8.0,53.0,PM10,SEDANG,29.0,23.7,7.7,19.0,10.8,329.0,15.01,25.7,89.0,98.0,1008.5,32.8,329.0,97.0,75.0,100.0,91.0,20.2,4.9,6.5,0.0,1010.8,1006.9,37.73,0.0048587010411502,1.0,0.0,,1.0,Sunday,0,2016.0,2868910.0,0.22661874999999998
2016-01-24,DKI5,16.0,,11.0,,20.0,9.0,20.0,O3,BAIK,28.5,24.1,7.1,19.0,11.6,22.0,15.4,25.8,89.0,97.0,1011.0,32.0,22.0,96.0,76.0,100.0,79.0,19.6,5.2,9.0,1.0,1013.4,1009.2,36.92,0.0051434223541048,1.0,0.0,,1.0,Sunday,0,2016.0,2496002.0,0.44684999999999997
2016-01-25,DKI1,33.0,,40.0,32.0,49.0,4.0,49.0,O3,BAIK,27.9,23.6,14.0,18.0,11.2,301.0,13.56,25.4,91.0,99.0,1012.0,28.4,301.0,96.0,83.0,100.0,92.0,17.8,4.8,6.1,1.1,1013.7,1009.4,67.2,0.0047430830039525,1.0,0.0,,0.0,Monday,1,2016.0,917754.0,0.1731
2016-01-25,DKI2,30.0,,5.0,29.0,43.0,13.0,43.0,O3,BAIK,27.9,23.7,15.0,18.0,12.5,288.0,14.1,25.4,91.0,99.0,1011.8,30.2,288.0,95.0,82.0,100.0,92.0,19.0,6.1,6.5,0.7,1013.6,1009.2,91.5,0.0060288594583909,1.0,0.0,,0.0,Monday,1,2016.0,1764614.0,0.16715
2016-01-25,DKI3,29.0,,,28.0,46.0,7.0,46.0,O3,BAIK,27.6,22.8,14.0,18.0,11.2,301.0,13.56,24.9,93.0,99.0,1004.4,28.4,301.0,98.0,84.0,100.0,92.0,17.8,4.8,6.1,1.1,1006.1,1001.8,67.2,0.004778972520908,1.0,0.0,,0.0,Monday,1,2016.0,2206732.0,0.57765
2016-01-25,DKI4,37.0,,36.0,15.0,,8.0,37.0,PM10,BAIK,28.0,23.3,15.0,18.0,12.5,288.0,14.1,25.2,92.0,99.0,1008.6,30.2,288.0,97.0,84.0,100.0,92.0,19.0,6.1,6.5,0.7,1010.3,1006.0,91.5,0.0060479873091413,1.0,0.0,,0.0,Monday,1,2016.0,2868910.0,0.22155
2016-01-25,DKI5,6.0,,11.0,,35.0,11.0,35.0,O3,BAIK,27.8,23.6,14.0,18.0,11.2,301.0,13.56,25.4,91.0,99.0,1011.1,28.4,301.0,96.0,83.0,100.0,92.0,17.8,4.8,6.1,1.1,1012.8,1008.5,67.2,0.0047473049154386,1.0,0.0,,0.0,Monday,1,2016.0,2496002.0,0.4335
2016-01-26,DKI1,61.0,,42.0,40.0,54.0,3.0,61.0,PM10,SEDANG,29.1,23.4,5.5,14.0,10.6,302.0,16.38,26.0,89.0,99.0,1011.2,23.0,302.0,97.0,79.0,100.0,90.0,14.2,4.4,3.6,1.0,1013.0,1008.9,24.200000000000003,0.0043512658227848,1.0,0.0,,0.0,Tuesday,1,2016.0,917754.0,0.1772
2016-01-26,DKI2,58.0,,10.0,47.0,40.0,16.0,58.0,PM10,SEDANG,28.9,23.5,7.1,14.0,11.4,289.0,15.72,26.0,88.0,99.0,1011.0,25.6,289.0,96.0,79.0,100.0,98.0,15.1,5.4,4.0,1.5,1012.9,1008.6,38.34,0.0053412462908011,1.0,0.0,,0.0,Tuesday,1,2016.0,1764614.0,0.17565625
2016-01-26,DKI3,45.0,,,41.0,54.0,7.0,54.0,O3,SEDANG,29.0,22.4,5.5,14.0,10.6,302.0,16.38,25.5,91.0,99.0,1003.6,23.0,302.0,99.0,80.0,100.0,90.0,14.2,4.4,3.6,1.0,1005.4,1001.4,24.200000000000003,0.0043842168194499,1.0,0.0,,0.0,Tuesday,1,2016.0,2206732.0,0.5670937500000001
2016-01-26,DKI4,61.0,,36.0,17.0,,7.0,61.0,PM10,SEDANG,29.1,22.9,7.1,14.0,11.4,289.0,15.72,25.7,90.0,99.0,1007.8,25.6,289.0,99.0,80.0,100.0,98.0,15.1,5.4,4.0,1.5,1009.7,1005.4,38.34,0.0053582059932526,1.0,0.0,,0.0,Tuesday,1,2016.0,2868910.0,0.21648125
2016-01-26,DKI5,13.0,,11.0,,40.0,9.0,40.0,O3,BAIK,29.0,23.4,5.5,14.0,10.6,302.0,16.38,25.9,89.0,99.0,1010.3,23.0,302.0,97.0,79.0,100.0,90.0,14.2,4.4,3.6,1.0,1012.1,1008.0,24.200000000000003,0.0043551420370187,1.0,0.0,,0.0,Tuesday,1,2016.0,2496002.0,0.42015
2016-01-27,DKI1,74.0,,43.0,41.0,61.0,4.0,74.0,PM10,SEDANG,29.5,24.6,7.0,9.0,13.4,310.0,19.85,26.7,88.0,96.0,1010.3,27.0,310.0,95.0,78.0,100.0,90.0,14.3,5.4,7.2,1.0,1011.7,1007.7,37.8,0.005344947045432,1.0,0.0,,0.0,Wednesday,1,2016.0,917754.0,0.18130000000000002
2016-01-27,DKI2,75.0,,4.0,41.0,49.0,21.0,75.0,PM10,SEDANG,29.4,24.5,7.0,13.0,13.8,299.0,19.74,26.6,88.0,96.0,1010.1,28.1,299.0,95.0,77.0,100.0,90.0,14.8,5.8,5.0,1.5,1011.5,1007.7,40.6,0.0057420057420057,1.0,0.0,,0.0,Wednesday,1,2016.0,1764614.0,0.1841625
2016-01-27,DKI3,70.0,,,58.0,81.0,8.0,81.0,O3,SEDANG,29.8,23.6,7.0,9.0,13.4,310.0,19.85,26.4,89.0,96.0,1002.7,27.0,310.0,98.0,76.0,100.0,90.0,14.3,5.4,7.2,1.0,1004.2,1000.2,37.8,0.005385459259998,1.0,0.0,,0.0,Wednesday,1,2016.0,2206732.0,0.5565375
2016-01-27,DKI4,80.0,,36.0,14.0,,10.0,80.0,PM10,SEDANG,29.8,24.2,7.0,13.0,13.8,299.0,19.74,26.5,89.0,96.0,1006.9,28.1,299.0,96.0,77.0,100.0,90.0,14.8,5.8,5.0,1.5,1008.3,1004.5,40.6,0.0057602542457046,1.0,0.0,,0.0,Wednesday,1,2016.0,2868910.0,0.2114125
2016-01-27,DKI5,35.0,,11.0,,36.0,9.0,36.0,O3,BAIK,29.5,24.5,7.0,9.0,13.4,310.0,19.85,26.6,88.0,96.0,1009.4,27.0,310.0,95.0,78.0,100.0,90.0,14.3,5.4,7.2,1.0,1010.8,1006.8,37.8,0.0053497127006142,1.0,0.0,,0.0,Wednesday,1,2016.0,2496002.0,0.4068
2016-01-28,DKI1,58.0,,42.0,30.0,77.0,3.0,77.0,O3,SEDANG,29.3,24.8,3.2,12.0,13.9,334.0,21.98,26.8,87.0,93.0,1009.8,29.2,334.0,97.0,74.0,100.0,77.0,14.3,4.9,5.4,0.4,1011.8,1007.5,15.68,0.0048524460289166,1.0,0.0,,0.0,Thursday,1,2016.0,917754.0,0.1854
2016-01-28,DKI2,61.0,,12.0,22.0,49.0,12.0,61.0,PM10,SEDANG,29.4,24.5,5.2,15.0,15.0,317.0,21.86,26.7,87.0,92.0,1009.6,30.6,317.0,97.0,74.0,100.0,77.0,15.5,5.5,5.0,0.7,1011.7,1007.4,28.6,0.0054477020602218,1.0,0.0,,0.0,Thursday,1,2016.0,1764614.0,0.19266875
2016-01-28,DKI4,64.0,,36.0,13.0,,11.0,64.0,PM10,SEDANG,29.8,23.9,5.2,15.0,15.0,317.0,21.86,26.6,88.0,92.0,1006.4,30.6,317.0,99.0,71.0,100.0,77.0,15.5,5.5,5.0,0.7,1008.4,1004.2,28.6,0.0054650238473767,1.0,0.0,,0.0,Thursday,1,2016.0,2868910.0,0.20634375
2016-01-28,DKI5,48.0,,11.0,,66.0,15.0,66.0,O3,SEDANG,29.3,24.7,3.2,12.0,13.9,334.0,21.98,26.7,87.0,93.0,1008.8,29.2,334.0,97.0,74.0,100.0,77.0,14.3,4.9,5.4,0.4,1010.9,1006.6,15.68,0.0048572561459159,1.0,0.0,,0.0,Thursday,1,2016.0,2496002.0,0.39344999999999997
2016-01-29,DKI1,58.0,,44.0,29.0,79.0,4.0,79.0,O3,SEDANG,30.7,23.6,1.3,5.0,9.7,321.0,23.82,27.2,84.0,89.0,1009.8,20.5,321.0,96.0,68.0,100.0,35.0,12.4,5.1,6.8,0.4,1011.4,1007.1,6.63,0.005050505050505,1.0,0.0,,0.0,Friday,1,2016.0,917754.0,0.1895
2016-01-29,DKI2,55.0,,4.0,29.0,83.0,16.0,83.0,O3,SEDANG,30.7,23.7,1.7,8.0,10.5,305.0,24.38,27.2,83.0,90.0,1009.6,22.3,305.0,96.0,68.0,100.0,34.0,13.7,5.6,7.6,0.5,1011.2,1006.9,9.52,0.0055467511885895,1.0,0.0,,0.0,Friday,1,2016.0,1764614.0,0.201175
2016-01-29,DKI4,69.0,,37.0,14.0,,14.0,69.0,PM10,SEDANG,31.1,22.6,1.7,8.0,10.5,305.0,24.38,27.0,84.0,90.0,1006.4,22.3,305.0,99.0,65.0,100.0,34.0,13.7,5.6,7.6,0.5,1008.0,1003.7,9.52,0.005564387917329,1.0,0.0,,0.0,Friday,1,2016.0,2868910.0,0.20127499999999998
2016-01-30,DKI1,45.0,,42.0,22.0,62.0,2.0,62.0,O3,SEDANG,29.3,24.9,8.7,18.0,12.3,294.0,18.67,26.6,88.0,98.0,1009.5,28.1,294.0,95.0,76.0,100.0,93.0,16.9,6.7,7.2,1.0,1011.1,1007.3,58.29,0.0066369489846458,1.0,0.0,,1.0,Saturday,0,2016.0,917754.0,0.1936
2016-01-30,DKI2,46.0,,5.0,24.0,62.0,14.0,62.0,O3,SEDANG,29.2,25.0,11.9,19.0,13.5,293.0,19.13,26.6,87.0,98.0,1009.3,30.2,293.0,95.0,75.0,100.0,84.0,18.6,7.8,6.8,0.8,1010.9,1007.2,92.82,0.0077281284058258,1.0,0.0,,1.0,Saturday,0,2016.0,1764614.0,0.20968124999999999
2016-01-30,DKI4,80.0,,,,,,80.0,PM10,SEDANG,29.5,24.5,11.9,19.0,13.5,293.0,19.13,26.5,89.0,98.0,1006.0,30.2,293.0,97.0,76.0,100.0,84.0,18.6,7.8,6.8,0.8,1007.7,1004.0,92.82,0.0077534791252485,1.0,0.0,,1.0,Saturday,0,2016.0,2868910.0,0.19620625
2016-01-31,DKI1,48.0,,42.0,21.0,51.0,2.0,51.0,O3,SEDANG,28.8,24.8,6.4,14.0,16.1,296.0,17.8,26.7,85.0,100.0,1008.9,35.6,296.0,94.0,75.0,100.0,97.0,18.6,8.3,9.7,3.2,1010.4,1006.4,53.120000000000005,0.0082267816433739,1.0,0.0,,1.0,Sunday,0,2016.0,917754.0,0.1977
2016-01-31,DKI2,35.0,,2.0,25.0,44.0,12.0,44.0,O3,BAIK,28.7,24.8,8.4,16.0,17.6,300.0,17.55,26.7,85.0,100.0,1008.6,38.2,300.0,94.0,75.0,100.0,94.0,21.8,10.2,11.5,5.5,1010.3,1006.4,85.67999999999999,0.0101130279595478,1.0,0.0,,1.0,Sunday,0,2016.0,1764614.0,0.21818749999999998
2016-01-31,DKI4,80.0,,,,,,80.0,PM10,SEDANG,29.0,24.6,8.4,16.0,17.6,300.0,17.55,26.6,86.0,100.0,1005.4,38.2,300.0,96.0,76.0,100.0,94.0,21.8,10.2,11.5,5.5,1007.1,1003.2,85.67999999999999,0.0101452158344937,1.0,0.0,,1.0,Sunday,0,2016.0,2868910.0,0.1911375
2016-02-01,DKI1,61.0,,42.0,20.0,49.0,3.0,61.0,PM10,SEDANG,29.2,24.3,38.8,21.0,13.6,295.0,18.47,26.1,88.0,99.0,1008.7,36.0,295.0,95.0,74.0,100.0,91.0,22.8,6.3,9.7,2.8,1010.4,1006.4,244.44,0.0062456627342123,1.0,0.0,,0.0,Monday,1,2016.0,917754.0,0.2018
2016-02-01,DKI2,33.0,,1.0,22.0,38.0,11.0,38.0,O3,BAIK,29.2,24.3,45.3,22.0,16.6,289.0,18.91,26.1,88.0,99.0,1008.5,38.5,289.0,95.0,75.0,100.0,89.0,25.4,7.5,9.7,3.6,1010.3,1006.4,339.75,0.0074367873078829,1.0,0.0,,0.0,Monday,1,2016.0,1764614.0,0.22669375
2016-02-01,DKI4,71.0,,,,,,71.0,PM10,SEDANG,29.7,24.1,45.3,22.0,16.6,289.0,18.91,26.0,88.0,99.0,1005.3,38.5,289.0,96.0,72.0,100.0,89.0,25.4,7.5,9.7,3.6,1007.0,1003.2,339.75,0.0074604595643091,1.0,0.0,,0.0,Monday,1,2016.0,2868910.0,0.18606875
2016-02-02,DKI1,46.0,,40.0,24.0,51.0,3.0,51.0,O3,SEDANG,29.6,24.2,9.0,17.0,16.9,283.0,18.54,26.2,88.0,98.0,1009.3,39.2,283.0,95.0,75.0,100.0,85.0,23.1,7.2,7.6,2.9,1010.9,1007.4,64.8,0.007133656989993,1.0,0.0,,0.0,Tuesday,1,2016.0,917754.0,0.2059
2016-02-02,DKI2,34.0,,1.0,29.0,43.0,17.0,43.0,O3,BAIK,29.5,24.2,6.9,16.0,19.9,280.0,18.65,26.3,87.0,99.0,1009.1,42.5,280.0,95.0,74.0,100.0,88.0,24.4,8.9,6.1,2.3,1010.8,1007.3,61.41,0.0088197403626994,1.0,0.0,,0.0,Tuesday,1,2016.0,1764614.0,0.2352
2016-02-02,DKI4,52.0,,32.0,7.0,38.0,9.0,52.0,PM10,SEDANG,29.9,24.0,6.9,16.0,19.9,280.0,18.65,26.1,88.0,99.0,1005.9,42.5,280.0,96.0,75.0,100.0,88.0,24.4,8.9,6.1,2.3,1007.6,1004.1,61.41,0.008847797991848,1.0,0.0,,0.0,Tuesday,1,2016.0,2868910.0,0.181
2016-02-03,DKI1,41.0,,43.0,21.0,55.0,3.0,55.0,O3,SEDANG,29.5,24.3,8.7,20.0,10.4,248.0,11.78,26.1,87.0,99.0,1009.4,25.9,248.0,94.0,72.0,100.0,93.0,15.8,7.0,10.1,3.8,1010.9,1007.2,60.89999999999999,0.0069348127600554,1.0,0.0,,0.0,Wednesday,1,2016.0,917754.0,0.1969125
2016-02-03,DKI2,36.0,,2.0,27.0,57.0,15.0,57.0,O3,SEDANG,29.3,24.3,10.5,19.0,11.8,261.0,12.51,26.1,87.0,99.0,1009.1,28.1,261.0,94.0,72.0,100.0,93.0,16.1,7.2,9.4,2.9,1010.7,1006.9,75.60000000000001,0.0071350708552175,1.0,0.0,,0.0,Wednesday,1,2016.0,1764614.0,0.22285
2016-02-03,DKI4,40.0,,9.0,9.0,56.0,,56.0,O3,SEDANG,29.6,23.9,10.5,19.0,11.8,261.0,12.51,25.8,89.0,99.0,1005.9,28.1,261.0,95.0,72.0,100.0,93.0,16.1,7.2,9.4,2.9,1007.5,1003.7,75.60000000000001,0.0071577691619445,1.0,0.0,,0.0,Wednesday,1,2016.0,2868910.0,0.18624374999999999
2016-02-04,DKI1,61.0,,45.0,21.0,60.0,3.0,61.0,PM10,SEDANG,28.6,24.3,8.1,16.0,8.1,250.0,11.95,26.2,87.0,98.0,1008.9,23.0,250.0,95.0,77.0,100.0,89.0,14.0,5.2,8.6,3.1,1010.7,1006.4,42.12,0.0051541282584993,1.0,0.0,,0.0,Thursday,1,2016.0,917754.0,0.187925
2016-02-04,DKI2,52.0,,5.0,25.0,55.0,18.0,55.0,O3,SEDANG,28.5,24.2,7.4,17.0,8.9,258.0,11.43,26.2,87.0,99.0,1008.7,23.8,258.0,96.0,77.0,100.0,93.0,14.2,5.3,9.4,3.1,1010.7,1006.3,39.22,0.0052542876970357,1.0,0.0,,0.0,Thursday,1,2016.0,1764614.0,0.2105
2016-02-04,DKI3,58.0,,13.0,25.0,49.0,,58.0,PM10,SEDANG,28.3,23.4,8.1,16.0,8.1,250.0,11.95,25.6,90.0,98.0,1001.3,23.0,250.0,98.0,77.0,100.0,89.0,14.0,5.2,8.6,3.1,1003.2,998.9,42.12,0.0051932487765904,1.0,0.0,,0.0,Thursday,1,2016.0,2206732.0,0.4578625
2016-02-04,DKI4,68.0,,13.0,12.0,56.0,11.0,68.0,PM10,SEDANG,28.6,23.6,7.4,17.0,8.9,258.0,11.43,25.9,88.0,99.0,1005.4,23.8,258.0,97.0,77.0,100.0,93.0,14.2,5.3,9.4,3.1,1007.5,1003.1,39.22,0.0052715337179232,1.0,0.0,,0.0,Thursday,1,2016.0,2868910.0,0.1914875
2016-02-05,DKI1,54.0,,45.0,27.0,60.0,3.0,60.0,O3,SEDANG,29.1,24.4,15.8,20.0,13.7,260.0,16.49,26.2,89.0,100.0,1008.1,29.9,260.0,96.0,79.0,100.0,95.0,15.4,7.1,7.6,3.8,1009.7,1005.9,112.18,0.0070429520880864,1.0,0.0,,0.0,Friday,1,2016.0,917754.0,0.1789375
2016-02-05,DKI2,51.0,,3.0,25.0,43.0,17.0,51.0,PM10,SEDANG,28.9,24.4,15.4,20.0,14.8,273.0,17.09,26.2,89.0,100.0,1007.9,31.3,273.0,97.0,77.0,100.0,98.0,16.3,7.6,6.5,4.4,1009.6,1005.8,117.04,0.0075404305982736,1.0,0.0,,0.0,Friday,1,2016.0,1764614.0,0.19815
2016-02-05,DKI3,54.0,,15.0,19.0,52.0,2.0,54.0,PM10,SEDANG,29.5,23.4,15.8,20.0,13.7,260.0,16.49,25.8,91.0,100.0,1000.6,29.9,260.0,99.0,77.0,100.0,95.0,15.4,7.1,7.6,3.8,1002.2,998.4,112.18,0.0070957425544673,1.0,0.0,,0.0,Friday,1,2016.0,2206732.0,0.44019375
2016-02-05,DKI4,61.0,,11.0,12.0,57.0,13.0,61.0,PM10,SEDANG,29.4,23.9,15.4,20.0,14.8,273.0,17.09,26.1,90.0,100.0,1004.7,31.3,273.0,98.0,75.0,100.0,98.0,16.3,7.6,6.5,4.4,1006.4,1002.6,117.04,0.0075644470986364,1.0,0.0,,0.0,Friday,1,2016.0,2868910.0,0.19673125
2016-02-06,DKI1,65.0,,45.0,35.0,59.0,3.0,65.0,PM10,SEDANG,30.2,24.4,17.7,11.0,11.8,271.0,18.68,26.8,87.0,98.0,1007.8,26.6,271.0,96.0,73.0,100.0,91.0,14.1,5.2,9.0,0.4,1010.0,1004.9,92.04,0.0051597539194284,1.0,0.0,,1.0,Saturday,0,2016.0,917754.0,0.16995
2016-02-06,DKI2,63.0,,8.0,28.0,87.0,17.0,87.0,O3,SEDANG,30.1,24.4,24.1,15.0,13.0,291.0,19.35,26.7,87.0,95.0,1007.7,27.4,291.0,96.0,73.0,100.0,84.0,14.1,5.0,8.3,1.5,1009.9,1004.8,120.5,0.0049617941847772,1.0,0.0,,1.0,Saturday,0,2016.0,1764614.0,0.1858
2016-02-06,DKI3,61.0,,13.0,20.0,41.0,3.0,61.0,PM10,SEDANG,30.3,23.5,17.7,11.0,11.8,271.0,18.68,26.4,88.0,98.0,1000.3,26.6,271.0,99.0,71.0,100.0,91.0,14.1,5.2,9.0,0.4,1002.4,997.5,92.04,0.0051984404678596,1.0,0.0,,1.0,Saturday,0,2016.0,2206732.0,0.42252500000000004
2016-02-06,DKI4,65.0,,12.0,17.0,60.0,9.0,65.0,PM10,SEDANG,30.3,23.8,24.1,15.0,13.0,291.0,19.35,26.5,88.0,95.0,1004.5,27.4,291.0,99.0,72.0,100.0,84.0,14.1,5.0,8.3,1.5,1006.7,1001.6,120.5,0.0049776007964161,1.0,0.0,,1.0,Saturday,0,2016.0,2868910.0,0.20197500000000002
2016-02-07,DKI1,52.0,,39.0,38.0,59.0,2.0,59.0,O3,SEDANG,27.9,24.6,20.6,19.0,14.3,287.0,14.28,26.3,89.0,95.0,1008.9,26.3,287.0,95.0,83.0,100.0,72.0,15.4,7.1,9.0,3.6,1011.1,1006.5,146.26,0.0070373674298741,1.0,0.0,,1.0,Sunday,0,2016.0,917754.0,0.1609625
